timestamp,left_shoulder_pitch_joint,left_shoulder_roll_joint,left_shoulder_yaw_joint,left_elbow_joint,left_wrist_roll_joint,left_wrist_pitch_joint,left_wrist_yaw_joint,right_shoulder_pitch_joint,right_shoulder_roll_joint,right_shoulder_yaw_joint,right_elbow_joint,right_wrist_roll_joint,right_wrist_pitch_joint,right_wrist_yaw_joint
7.6,0.1021,0.2501,1.0531,1.2524,0.0000,0.0000,0.0000,0.3291,-0.4396,-3.0057,1.3678,0.0000,0.0000,0.0000
7.7,0.0980,0.2547,1.0578,1.2504,0.0000,0.0000,0.0000,0.3341,-0.4338,-2.9927,1.3658,0.0000,0.0000,0.0000
7.8,0.0992,0.2754,1.0569,1.2587,0.0000,0.0000,0.0000,0.3405,-0.4302,-2.9410,1.3571,0.0000,0.0000,0.0000
7.9,0.1015,0.3094,1.0002,1.2723,0.0000,0.0000,0.0000,0.3504,-0.4274,-2.9136,1.3472,0.0000,0.0000,0.0000
8.0,0.0914,0.3945,0.8576,1.2721,0.0000,0.0000,0.0000,0.3591,-0.4254,-2.9026,1.3346,0.0000,0.0000,0.0000
8.1,0.0029,0.4792,-0.2519,1.2353,0.0000,0.0000,0.0000,0.3661,-0.4262,-2.8775,1.3177,0.0000,0.0000,0.0000
8.2,-0.2760,0.6105,-1.0934,1.1454,0.0000,0.0000,0.0000,0.3693,-0.4252,-2.8359,1.2948,0.0000,0.0000,0.0000
8.3,-0.5720,0.7936,-1.6466,0.9926,0.0000,0.0000,0.0000,0.3662,-0.4236,-2.8690,1.2891,0.0000,0.0000,0.0000
8.4,-0.8914,1.0284,-2.0553,0.8537,0.0000,0.0000,0.0000,0.3614,-0.4222,-2.8286,1.2753,0.0000,0.0000,0.0000
8.5,-1.3139,1.3537,-2.4751,0.8511,0.0000,0.0000,0.0000,0.3571,-0.4195,-2.8182,1.2691,0.0000,0.0000,0.0000
8.6,-1.7219,1.6052,-2.7795,0.8735,0.0000,0.0000,0.0000,0.3496,-0.4224,-2.8670,1.2828,0.0000,0.0000,0.0000
8.7,-2.0412,1.7813,-2.9666,0.8818,0.0000,0.0000,0.0000,0.3385,-0.4230,-2.9215,1.2987,0.0000,0.0000,0.0000
8.8,-2.2833,1.9045,-3.1400,0.8947,0.0000,0.0000,0.0000,0.3281,-0.4255,-2.9596,1.3116,0.0000,0.0000,0.0000
8.9,-2.4612,1.9908,-3.2630,0.8940,0.0000,0.0000,0.0000,0.3100,-0.4272,-2.9863,1.3206,0.0000,0.0000,0.0000
9.0,-2.5942,2.0511,-3.3415,0.8994,0.0000,0.0000,0.0000,0.2970,-0.4301,-3.0050,1.3224,0.0000,0.0000,0.0000
9.1,-2.6937,2.0934,-3.3863,0.8955,0.0000,0.0000,0.0000,0.2908,-0.4307,-3.0181,1.3143,0.0000,0.0000,0.0000
9.2,-2.7591,2.1230,-3.3988,0.8943,0.0000,0.0000,0.0000,0.2871,-0.4301,-3.0273,1.3056,0.0000,0.0000,0.0000
9.3,-2.8046,2.1437,-3.4060,0.8993,0.0000,0.0000,0.0000,0.2832,-0.4313,-3.0337,1.2992,0.0000,0.0000,0.0000
9.4,-2.8318,2.1582,-3.4255,0.8861,0.0000,0.0000,0.0000,0.2721,-0.4333,-3.0382,1.2938,0.0000,0.0000,0.0000
9.5,-2.8545,2.1684,-3.4456,0.8745,0.0000,0.0000,0.0000,0.2627,-0.4361,-3.0413,1.2898,0.0000,0.0000,0.0000
9.6,-2.8731,2.1755,-3.4466,0.8674,0.0000,0.0000,0.0000,0.2571,-0.4389,-3.0435,1.2872,0.0000,0.0000,0.0000
9.7,-2.8865,2.1804,-3.4402,0.8619,0.0000,0.0000,0.0000,0.2502,-0.4404,-3.0450,1.2860,0.0000,0.0000,0.0000
9.8,-2.8962,2.1839,-3.4303,0.8566,0.0000,0.0000,0.0000,0.2423,-0.4394,-3.0461,1.2837,0.0000,0.0000,0.0000
9.9,-2.8976,2.1864,-3.4321,0.8687,0.0000,0.0000,0.0000,0.2343,-0.4377,-3.0469,1.2812,0.0000,0.0000,0.0000
10.0,-2.8964,2.1881,-3.4240,0.8803,0.0000,0.0000,0.0000,0.2255,-0.4369,-3.0474,1.2843,0.0000,0.0000,0.0000
10.1,-2.8939,2.1893,-3.4180,0.8895,0.0000,0.0000,0.0000,0.2189,-0.4371,-3.0478,1.2961,0.0000,0.0000,0.0000
10.2,-2.9012,2.1901,-3.4068,0.8915,0.0000,0.0000,0.0000,0.2190,-0.4389,-1.4772,1.3075,0.0000,0.0000,0.0000
10.3,-2.8910,2.1907,-3.3913,0.8477,0.0000,0.0000,0.0000,0.2290,-0.4463,-0.3779,1.3246,0.0000,0.0000,0.0000
10.4,-2.5896,2.0639,-3.4923,0.7675,0.0000,0.0000,0.0000,0.2267,-0.4476,-1.1791,1.3307,0.0000,0.0000,0.0000
10.5,-2.0898,1.7129,-3.4366,0.7229,0.0000,0.0000,0.0000,0.2336,-0.4425,-1.7400,1.3284,0.0000,0.0000,0.0000
10.6,-1.6373,1.4230,-3.4395,0.6422,0.0000,0.0000,0.0000,0.2475,-0.4363,-2.0915,1.3205,0.0000,0.0000,0.0000
10.7,-1.1531,1.2156,-2.1532,0.7045,0.0000,0.0000,0.0000,0.2555,-0.4307,-2.3786,1.3288,0.0000,0.0000,0.0000
10.8,-0.8155,1.0167,-1.2346,0.7980,0.0000,0.0000,0.0000,0.2674,-0.4258,-2.5796,1.3349,0.0000,0.0000,0.0000
10.9,-0.5251,0.8529,-0.4987,0.9038,0.0000,0.0000,0.0000,0.2894,-0.4214,-2.7203,1.3421,0.0000,0.0000,0.0000
11.0,-0.3199,0.7335,0.0164,0.9719,0.0000,0.0000,0.0000,0.3041,-0.4176,-2.8011,1.3450,0.0000,0.0000,0.0000
11.1,-0.1650,0.6443,-1.1939,1.0200,0.0000,0.0000,0.0000,0.3158,-0.4138,-2.8753,1.3473,0.0000,0.0000,0.0000
11.2,-0.0527,0.5779,-0.4702,1.0566,0.0000,0.0000,0.0000,0.3204,-0.4103,-2.9273,1.3519,0.0000,0.0000,0.0000
11.3,0.0074,0.5211,0.0363,1.0870,0.0000,0.0000,0.0000,0.3229,-0.4079,-2.9637,1.3554,0.0000,0.0000,0.0000
11.4,0.0580,0.4762,0.3909,1.1205,0.0000,0.0000,0.0000,0.3242,-0.4061,-2.9892,1.3584,0.0000,0.0000,0.0000
11.5,0.0864,0.4395,0.6391,1.1483,0.0000,0.0000,0.0000,0.3237,-0.4050,-3.0070,1.3614,0.0000,0.0000,0.0000
11.6,0.1010,0.4030,0.7491,1.1767,0.0000,0.0000,0.0000,0.3203,-0.4040,-3.0195,1.3672,0.0000,0.0000,0.0000
11.7,0.1074,0.3733,0.7940,1.1999,0.0000,0.0000,0.0000,0.3170,-0.4039,-3.0282,1.3746,0.0000,0.0000,0.0000
11.8,0.1288,0.3474,0.8159,1.2205,0.0000,0.0000,0.0000,0.3248,-0.4049,-3.0344,1.3817,0.0000,0.0000,0.0000
11.9,0.1450,0.3265,0.8392,1.2395,0.0000,0.0000,0.0000,0.3306,-0.4066,-3.0386,1.3899,0.0000,0.0000,0.0000
12.0,0.1491,0.3124,0.8999,1.2568,0.0000,0.0000,0.0000,0.3289,-0.4085,-3.0416,1.3892,0.0000,0.0000,0.0000
12.1,0.1346,0.3054,0.9864,1.2714,0.0000,0.0000,0.0000,0.3246,-0.4134,-3.0437,1.3713,0.0000,0.0000,0.0000
12.2,0.1134,0.2989,0.9282,1.2727,0.0000,0.0000,0.0000,0.3150,-0.4268,-3.0452,1.3448,0.0000,0.0000,0.0000
12.3,0.0904,0.2946,0.8391,1.2652,0.0000,0.0000,0.0000,0.3014,-0.4572,-3.0462,1.2901,0.0000,0.0000,0.0000
12.4,0.0581,0.2896,0.7572,1.2664,0.0000,0.0000,0.0000,0.2910,-0.5052,-3.0470,1.2396,0.0000,0.0000,0.0000
12.5,0.0238,0.2859,0.6538,1.2509,0.0000,0.0000,0.0000,0.2820,-0.5654,-3.0475,1.1737,0.0000,0.0000,0.0000
12.6,0.0134,0.2823,0.5969,1.2614,0.0000,0.0000,0.0000,0.2559,-0.6380,-3.0478,1.0976,0.0000,0.0000,0.0000
12.7,0.0430,0.2811,0.6805,1.2885,0.0000,0.0000,0.0000,0.2374,-0.7183,-3.0481,1.0250,0.0000,0.0000,0.0000
12.8,0.0589,0.2794,0.6931,1.3030,0.0000,0.0000,0.0000,0.2105,-0.8081,-3.0482,0.9913,0.0000,0.0000,0.0000
12.9,0.0712,0.2770,0.7343,1.3163,0.0000,0.0000,0.0000,0.1612,-0.8942,-3.0484,0.9748,0.0000,0.0000,0.0000
13.0,0.0826,0.2794,0.8573,1.3239,0.0000,0.0000,0.0000,0.0969,-0.9885,-3.0324,0.9586,0.0000,0.0000,0.0000
13.1,0.0906,0.2849,0.9438,1.3234,0.0000,0.0000,0.0000,0.0409,-1.0663,-3.0071,0.9539,0.0000,0.0000,0.0000
13.2,0.1007,0.2907,1.0262,1.3255,0.0000,0.0000,0.0000,-0.0244,-1.1410,-2.9720,0.9589,0.0000,0.0000,0.0000
13.3,0.1195,0.2965,-0.4870,1.3269,0.0000,0.0000,0.0000,-0.0869,-1.2021,-2.9311,0.9619,0.0000,0.0000,0.0000
13.4,0.1291,0.3016,-1.5462,1.3256,0.0000,0.0000,0.0000,-0.1462,-1.2575,-2.9055,0.9740,0.0000,0.0000,0.0000
13.5,0.1344,0.3051,-2.2877,1.3243,0.0000,0.0000,0.0000,-0.1851,-1.2941,-2.8953,0.9815,0.0000,0.0000,0.0000
13.6,0.1394,0.3077,-2.8067,1.3235,0.0000,0.0000,0.0000,-0.2074,-1.3176,-2.8938,0.9843,0.0000,0.0000,0.0000
13.7,0.1459,0.3098,-1.5992,1.3229,0.0000,0.0000,0.0000,-0.2128,-1.3268,-2.9020,0.9890,0.0000,0.0000,0.0000
13.8,0.1519,0.3104,-0.7540,1.3247,0.0000,0.0000,0.0000,-0.2039,-1.3250,-2.9163,0.9913,0.0000,0.0000,0.0000
13.9,0.1604,0.3111,-0.1623,1.3248,0.0000,0.0000,0.0000,-0.1706,-1.3136,-2.9284,0.9718,0.0000,0.0000,0.0000
14.0,0.1574,0.3103,0.2519,1.3258,0.0000,0.0000,0.0000,-0.1249,-1.2829,-2.9514,0.9601,0.0000,0.0000,0.0000
14.1,0.1510,0.3050,0.5009,1.3292,0.0000,0.0000,0.0000,-0.0558,-1.2285,-2.9806,0.9544,0.0000,0.0000,0.0000
14.2,0.1625,0.3012,0.7161,1.3360,0.0000,0.0000,0.0000,0.0179,-1.1579,-3.0010,0.9465,0.0000,0.0000,0.0000
14.3,0.1609,0.2995,0.6722,1.3262,0.0000,0.0000,0.0000,0.0699,-1.0884,-3.0153,0.9573,0.0000,0.0000,0.0000
14.4,0.1575,0.2984,0.6040,1.3117,0.0000,0.0000,0.0000,0.1113,-1.0126,-3.0253,0.9906,0.0000,0.0000,0.0000
14.5,0.1430,0.2988,0.5311,1.2964,0.0000,0.0000,0.0000,0.1448,-0.9395,-3.0323,1.0216,0.0000,0.0000,0.0000
14.6,0.1176,0.2991,0.4722,1.2954,0.0000,0.0000,0.0000,0.1761,-0.8603,-3.0372,1.0615,0.0000,0.0000,0.0000
14.7,0.0963,0.2988,0.4346,1.2955,0.0000,0.0000,0.0000,0.1998,-0.7801,-3.0406,1.0947,0.0000,0.0000,0.0000
14.8,0.0799,0.3030,0.4431,1.2903,0.0000,0.0000,0.0000,0.2167,-0.7049,-3.0430,1.1374,0.0000,0.0000,0.0000
14.9,0.0729,0.3091,0.4700,1.2798,0.0000,0.0000,0.0000,0.2340,-0.6369,-3.0447,1.1828,0.0000,0.0000,0.0000
15.0,0.0606,0.3127,0.5020,1.2738,0.0000,0.0000,0.0000,0.2460,-0.5797,-3.0459,1.2177,0.0000,0.0000,0.0000
15.1,0.0531,0.3155,0.5554,1.2705,0.0000,0.0000,0.0000,0.2585,-0.5355,-3.0467,1.2530,0.0000,0.0000,0.0000
15.2,0.0490,0.3182,0.6516,1.2697,0.0000,0.0000,0.0000,0.2720,-0.4978,-3.0473,1.2825,0.0000,0.0000,0.0000
15.3,0.0466,0.3196,0.7273,1.2691,0.0000,0.0000,0.0000,0.2837,-0.4722,-3.0477,1.3048,0.0000,0.0000,0.0000
15.4,0.0429,0.3201,0.7986,1.2718,0.0000,0.0000,0.0000,0.2933,-0.4523,-3.0480,1.3179,0.0000,0.0000,0.0000
15.5,0.0414,0.3210,0.8438,1.2750,0.0000,0.0000,0.0000,0.3030,-0.4379,-3.0482,1.3187,0.0000,0.0000,0.0000
15.6,0.0414,0.3232,0.8318,1.2813,0.0000,0.0000,0.0000,0.3110,-0.4286,-3.0483,1.3176,0.0000,0.0000,0.0000
15.7,0.0405,0.3317,0.6657,1.2918,0.0000,0.0000,0.0000,0.3177,-0.4219,-3.0484,1.3127,0.0000,0.0000,0.0000
15.8,0.0403,0.3504,0.3868,1.2954,0.0000,0.0000,0.0000,0.3220,-0.4159,-3.0485,1.3063,0.0000,0.0000,0.0000
15.9,0.0377,0.4018,0.1079,1.2941,0.0000,0.0000,0.0000,0.3245,-0.4132,-3.0485,1.3013,0.0000,0.0000,0.0000
16.0,0.0487,0.5067,0.0680,1.2931,0.0000,0.0000,0.0000,0.3335,-0.4128,-3.0486,1.2993,0.0000,0.0000,0.0000
16.1,0.0863,0.6297,0.1471,1.2992,0.0000,0.0000,0.0000,0.3404,-0.4157,-3.0486,1.2995,0.0000,0.0000,0.0000
16.2,0.1212,0.7739,0.4684,1.2996,0.0000,0.0000,0.0000,0.3456,-0.4245,-3.0486,1.2984,0.0000,0.0000,0.0000
16.3,0.1581,0.9019,0.6934,1.2892,0.0000,0.0000,0.0000,0.3494,-0.4341,-3.0486,1.2967,0.0000,0.0000,0.0000
16.4,0.2354,1.0244,-0.7200,1.2558,0.0000,0.0000,0.0000,0.3475,-0.4451,-3.0486,1.2992,0.0000,0.0000,0.0000
16.5,0.3317,1.1291,-0.1385,1.2336,0.0000,0.0000,0.0000,0.3385,-0.4545,-3.0486,1.3038,0.0000,0.0000,0.0000
16.6,0.4624,1.2126,0.2685,1.2198,0.0000,0.0000,0.0000,0.3186,-0.4622,-3.0139,1.3051,0.0000,0.0000,0.0000
16.7,0.6477,1.2855,0.5534,1.2093,0.0000,0.0000,0.0000,0.3102,-0.4682,-2.9426,1.2987,0.0000,0.0000,0.0000
16.8,0.8531,1.3456,0.7529,1.1964,0.0000,0.0000,0.0000,0.3166,-0.4742,-2.8897,1.2947,0.0000,0.0000,0.0000
16.9,1.0993,1.3981,0.8925,1.1916,0.0000,0.0000,0.0000,0.3236,-0.4790,-2.8541,1.2924,0.0000,0.0000,0.0000
17.0,1.2926,1.4367,0.9902,1.1883,0.0000,0.0000,0.0000,0.3264,-0.4824,-2.8362,1.2922,0.0000,0.0000,0.0000
17.1,1.4437,1.4639,1.0586,1.1837,0.0000,0.0000,0.0000,0.3283,-0.4849,-2.8042,1.2884,0.0000,0.0000,0.0000
17.2,1.6164,1.4872,1.1065,1.1771,0.0000,0.0000,0.0000,0.3320,-0.4866,-2.7825,1.2858,0.0000,0.0000,0.0000
17.3,1.7113,1.5015,1.1400,1.1711,0.0000,0.0000,0.0000,0.3349,-0.4878,-2.7806,1.2868,0.0000,0.0000,0.0000
17.4,1.7182,1.5072,1.1635,1.1647,0.0000,0.0000,0.0000,0.3376,-0.4887,-2.7785,1.2869,0.0000,0.0000,0.0000
17.5,1.6657,1.5077,1.1799,1.1607,0.0000,0.0000,0.0000,0.3381,-0.4893,-2.7836,1.2880,0.0000,0.0000,0.0000
17.6,1.6214,1.5074,1.1914,1.1684,0.0000,0.0000,0.0000,0.3259,-0.4893,-2.7995,1.2916,0.0000,0.0000,0.0000
