timestamp,left_shoulder_pitch_joint,left_shoulder_yaw_joint,left_shoulder_roll_joint,left_elbow_joint,left_wrist_pitch_joint,left_wrist_yaw_joint,left_wrist_roll_joint,right_shoulder_pitch_joint,right_shoulder_yaw_joint,right_shoulder_roll_joint,right_elbow_joint,right_wrist_pitch_joint,right_wrist_yaw_joint,right_wrist_roll_joint
0.0,0.0484,-0.0899,0.0915,1.3377,0.0000,0.0000,0.0000,0.2093,0.6216,-0.0350,1.2790,0.0000,0.0000,0.0000
0.1,0.0489,0.0165,0.0630,1.3128,0.0000,0.0000,0.0000,0.1948,0.4719,-0.0754,1.2853,0.0000,0.0000,0.0000
0.2,0.0528,0.0954,0.0405,1.2835,0.0000,0.0000,0.0000,0.1844,0.3608,-0.1056,1.2910,0.0000,0.0000,0.0000
0.3,0.0646,0.1040,0.0456,1.2830,0.0000,0.0000,0.0000,0.1764,0.2784,-0.1283,1.3036,0.0000,0.0000,0.0000
0.4,0.0362,-0.1099,0.1064,1.2742,0.0000,0.0000,0.0000,0.2048,0.2811,-0.1292,1.3312,0.0000,0.0000,0.0000
0.5,0.0097,-0.2805,0.1557,1.2519,0.0000,0.0000,0.0000,0.2316,0.3416,-0.1201,1.3385,0.0000,0.0000,0.0000
0.6,-0.0246,-0.4883,0.2061,1.2451,0.0000,0.0000,0.0000,0.2674,0.5451,-0.0845,1.3526,0.0000,0.0000,0.0000
0.7,-0.0262,-0.5235,0.2165,1.2613,0.0000,0.0000,0.0000,0.2762,0.6290,-0.0673,1.3630,0.0000,0.0000,0.0000
0.8,-0.0269,-0.5460,0.2227,1.2777,0.0000,0.0000,0.0000,0.2772,0.6829,-0.0529,1.3711,0.0000,0.0000,0.0000
0.9,-0.0269,-0.5598,0.2259,1.2879,0.0000,0.0000,0.0000,0.2858,0.7539,-0.0399,1.3747,0.0000,0.0000,0.0000
1.0,-0.0079,-0.5162,0.2284,1.3022,0.0000,0.0000,0.0000,0.2892,0.7990,-0.0297,1.3818,0.0000,0.0000,0.0000
1.1,0.0123,-0.4658,0.2286,1.3155,0.0000,0.0000,0.0000,0.2986,0.8563,-0.0217,1.3854,0.0000,0.0000,0.0000
1.2,0.0240,-0.4339,0.2264,1.3215,0.0000,0.0000,0.0000,0.3101,0.9147,-0.0159,1.3828,0.0000,0.0000,0.0000
1.3,0.0633,-0.3233,0.2177,1.3472,0.0000,0.0000,0.0000,0.3493,1.1076,-0.0071,1.3450,0.0000,0.0000,0.0000
1.4,0.0831,-0.2621,0.2096,1.3787,0.0000,0.0000,0.0000,0.3409,1.0821,-0.0012,1.3326,0.0000,0.0000,0.0000
