timestamp,left_shoulder_pitch_joint,left_shoulder_yaw_joint,left_shoulder_roll_joint,left_elbow_joint,left_wrist_pitch_joint,left_wrist_yaw_joint,left_wrist_roll_joint,right_shoulder_pitch_joint,right_shoulder_yaw_joint,right_shoulder_roll_joint,right_elbow_joint,right_wrist_pitch_joint,right_wrist_yaw_joint,right_wrist_roll_joint
0.0,-3.0890,-2.6180,-1.3332,0.2825,-1.6140,1.6140,1.9720,0.3451,1.5415,0.5269,0.1396,1.0811,-1.6140,-0.2975
0.1,-3.0890,-2.6180,-1.3453,0.2792,-1.6140,1.6140,1.9720,0.3451,1.5415,0.5145,0.1354,1.0811,-1.6140,-0.2935
0.2,-3.0890,-2.6180,-1.3531,0.2766,-1.6140,1.6140,1.9720,0.3451,1.5415,0.5078,0.1307,1.0811,-1.6140,-0.2731
0.3,-3.0890,-2.6180,-1.3560,0.2750,-1.6140,1.6140,1.9720,0.3451,1.5415,0.5056,0.1253,1.0811,-1.6140,-0.2368
0.4,-3.0890,-2.6180,-1.3548,0.2740,-1.6140,1.6140,1.9720,0.3451,1.5415,0.5076,0.1197,1.0811,-1.6140,-0.1905
0.5,-3.0890,-2.6180,-1.3500,0.2741,-1.6140,1.6140,1.9720,0.3451,1.5415,0.5136,0.1143,1.0811,-1.6140,-0.1375
0.6,-3.0890,-2.6180,-1.3428,0.2757,-1.6140,1.6140,1.9720,0.3451,1.5415,0.5229,0.1094,1.0811,-1.6140,-0.0809
0.7,-3.0890,-2.6180,-1.3328,0.2803,-1.6140,1.6140,1.9720,0.3451,1.5415,0.5336,0.1051,1.0811,-1.6140,-0.0252
0.8,-3.0890,-2.6180,-1.3238,0.2860,-1.6140,1.6140,1.9720,0.3451,1.5415,0.5500,0.1019,1.0811,-1.6140,0.0304
0.9,-3.0890,-2.6180,-1.3157,0.2915,-1.6140,1.6140,1.9720,0.3451,1.5415,0.5713,0.1011,1.0811,-1.6140,0.0856
1.0,-3.0890,-2.6180,-1.3085,0.2960,-1.6140,1.6140,1.9720,0.3451,1.5415,0.5952,0.1016,1.0811,-1.6140,0.1354
1.1,-3.0890,-2.6180,-1.3019,0.3004,-1.6140,1.6140,1.9720,0.3451,1.5415,0.6194,0.1044,1.0811,-1.6140,0.1676
1.2,-3.0890,-2.6180,-1.2902,0.3055,-1.6140,1.6140,1.9720,0.3451,1.5415,0.6397,0.1106,1.0811,-1.6140,0.1792
1.3,-3.0890,-2.6180,-1.2716,0.3111,-1.6140,1.6140,1.9720,0.3451,1.5415,0.6561,0.1240,1.0811,-1.6140,0.1771
1.4,-3.0890,-2.6180,-1.2509,0.3220,-1.6140,1.6140,1.9720,0.3451,1.5415,0.6719,0.1480,1.0811,-1.6140,0.1656
1.5,-3.0890,-2.6180,-1.2324,0.3313,-1.6140,1.6109,1.9720,0.3451,1.5415,0.6861,0.1892,1.0905,-1.6113,0.1361
1.6,-3.0890,-2.6180,-1.2157,0.3392,-1.6140,1.5990,1.9617,0.3451,1.5415,0.6989,0.2493,1.0979,-1.5943,0.0886
1.7,-3.0890,-2.6180,-1.2006,0.3459,-1.6140,1.5742,1.9339,0.3527,1.5415,0.7104,0.3230,1.1039,-1.5598,0.0324
1.8,-3.0890,-2.6180,-1.1871,0.3516,-1.6140,1.5403,1.8982,0.3674,1.5415,0.7208,0.4054,1.1065,-1.5139,-0.0264
1.9,-3.0890,-2.6180,-1.1749,0.3565,-1.6140,1.5071,1.8519,0.3875,1.5415,0.7301,0.4949,1.1043,-1.4620,-0.0899
2.0,-3.0890,-2.6180,-1.1639,0.3606,-1.6140,1.4679,1.7988,0.4107,1.5415,0.7385,0.5891,1.0964,-1.4030,-0.1546
2.1,-3.0890,-2.6180,-1.1450,0.3641,-1.6140,1.4222,1.7563,0.4356,1.5415,0.7461,0.6873,1.0802,-1.3386,-0.2216
2.2,-3.0890,-2.6180,-1.1190,0.3671,-1.6140,1.3696,1.7223,0.4611,1.5415,0.7529,0.7859,1.0588,-1.2723,-0.2879
2.3,-3.0890,-2.6180,-1.0871,0.3696,-1.6140,1.3159,1.6892,0.4868,1.5415,0.7590,0.8822,1.0344,-1.2060,-0.3507
2.4,-3.0890,-2.6180,-1.0525,0.3718,-1.6140,1.2519,1.6626,0.5128,1.5415,0.7645,0.9736,1.0109,-1.1416,-0.4063
2.5,-3.0890,-2.6180,-1.0160,0.3736,-1.6140,1.1822,1.6397,0.5378,1.5415,0.7695,1.0618,0.9824,-1.0814,-0.4615
2.6,-3.0890,-2.6180,-0.9777,0.3751,-1.6140,1.1137,1.6214,0.5617,1.5415,0.7739,1.1424,0.9564,-1.0279,-0.5106
2.7,-3.0890,-2.6180,-0.9380,0.3765,-1.6140,1.0458,1.6027,0.5848,1.5415,0.7779,1.2179,0.9288,-0.9796,-0.5562
2.8,-3.0890,-2.6180,-0.8980,0.3776,-1.6140,0.9817,1.5801,0.6070,1.5415,0.7816,1.2887,0.8987,-0.9339,-0.5973
2.9,-3.0890,-2.6180,-0.8592,0.3785,-1.6140,0.9210,1.5620,0.6286,1.5415,0.7848,1.3562,0.8650,-0.8920,-0.6366
3.0,-3.0890,-2.6180,-0.8237,0.3793,-1.6140,0.8657,1.5476,0.6497,1.5415,0.7877,1.4214,0.8380,-0.8495,-0.6679
3.1,-3.0890,-2.6147,-0.7928,0.3800,-1.6140,0.8175,1.5360,0.6686,1.5415,0.7904,1.4768,0.8164,-0.7991,-0.6931
3.2,-3.0890,-2.6092,-0.7648,0.3806,-1.6140,0.7789,1.5201,0.6857,1.5415,0.7927,1.5236,0.7992,-0.7423,-0.7131
3.3,-3.0890,-2.6041,-0.7402,0.3811,-1.6140,0.7468,1.5042,0.7023,1.5415,0.7949,1.5687,0.7763,-0.6863,-0.7292
3.4,-3.0890,-2.5999,-0.7186,0.3815,-1.6140,0.7199,1.4808,0.7195,1.5415,0.7968,1.6045,0.7579,-0.6408,-0.7421
3.5,-3.0890,-2.5965,-0.7031,0.3819,-1.6140,0.6979,1.4624,0.7371,1.5415,0.7985,1.6369,0.7423,-0.6043,-0.7480
3.6,-3.0890,-2.5940,-0.6918,0.3822,-1.6140,0.6802,1.4477,0.7550,1.5415,0.8001,1.6652,0.7303,-0.5750,-0.7473
3.7,-3.0890,-2.5921,-0.6830,0.3825,-1.6140,0.6664,1.4359,0.7730,1.5415,0.8015,1.6879,0.7252,-0.5530,-0.7405
3.8,-3.0890,-2.5909,-0.6766,0.3827,-1.6140,0.6554,1.4264,0.7909,1.5415,0.8027,1.7084,0.7223,-0.5371,-0.7324
3.9,-3.0890,-2.5902,-0.6728,0.3829,-1.6140,0.6473,1.4189,0.8087,1.5415,0.8039,1.7264,0.7226,-0.5266,-0.7225
4.0,-3.0890,-2.5901,-0.6716,0.3830,-1.6140,0.6427,1.4128,0.8265,1.5415,0.8049,1.7437,0.7231,-0.5205,-0.7134
4.1,-3.0890,-2.5899,-0.6683,0.3832,-1.6140,0.6390,1.4211,0.8427,1.5415,0.8058,1.7565,0.7266,-0.5200,-0.7039
4.2,-3.0890,-2.5898,-0.6654,0.3960,-1.6140,0.6361,1.4408,0.8571,1.5415,0.8066,1.7645,0.7331,-0.5241,-0.6935
4.3,-3.0890,-2.5902,-0.6603,0.4070,-1.6140,0.6258,1.4566,0.8708,1.5415,0.8074,1.7703,0.7410,-0.5303,-0.6818
4.4,-3.0890,-2.5909,-0.6559,0.4162,-1.6140,0.6151,1.4692,0.8844,1.5415,0.8080,1.7736,0.7523,-0.5392,-0.6681
4.5,-3.0890,-2.5920,-0.6533,0.4241,-1.6140,0.6042,1.4793,0.8979,1.5415,0.8086,1.7757,0.7649,-0.5506,-0.6543
4.6,-3.0890,-2.5935,-0.6513,0.4309,-1.6140,0.5924,1.4874,0.9108,1.5415,0.8092,1.7763,0.7789,-0.5635,-0.6402
4.7,-3.0890,-2.5952,-0.6501,0.4366,-1.6140,0.5798,1.4939,0.9232,1.5415,0.8097,1.7761,0.7938,-0.5763,-0.6262
4.8,-3.0890,-2.5972,-0.6488,0.4414,-1.6140,0.5669,1.4990,0.9350,1.5415,0.8101,1.7747,0.8095,-0.5853,-0.6097
4.9,-3.0890,-2.5993,-0.6481,0.4455,-1.6140,0.5563,1.5032,0.9450,1.5415,0.8059,1.7739,0.8223,-0.5915,-0.5951
5.0,-3.0890,-2.6011,-0.6457,0.4490,-1.6140,0.5490,1.5065,0.9511,1.5415,0.7976,1.7746,0.8271,-0.5958,-0.5879
5.1,-3.0890,-2.6028,-0.6418,0.4520,-1.6140,0.5447,1.5091,0.9515,1.5415,0.7822,1.7752,0.8345,-0.6065,-0.5858
5.2,-3.0890,-2.6043,-0.6369,0.4545,-1.6140,0.5409,1.5112,0.9494,1.5415,0.7611,1.7709,0.8412,-0.6161,-0.5842
5.3,-3.0890,-2.6057,-0.6324,0.4567,-1.6140,0.5383,1.5129,0.9480,1.5415,0.7355,1.7656,0.8485,-0.6262,-0.5834
5.4,-3.0890,-2.6069,-0.6285,0.4585,-1.6140,0.5380,1.5143,0.9475,1.5415,0.7065,1.7587,0.8580,-0.6381,-0.5827
5.5,-3.0890,-2.6080,-0.6253,0.4601,-1.6140,0.5394,1.5154,0.9480,1.5415,0.6749,1.7509,0.8691,-0.6513,-0.5821
5.6,-3.0890,-2.6090,-0.6225,0.4614,-1.6140,0.5420,1.5162,0.9493,1.5415,0.6415,1.7419,0.8811,-0.6646,-0.5811
5.7,-3.0890,-2.6099,-0.6200,0.4625,-1.6140,0.5452,1.5169,0.9509,1.5415,0.6066,1.7323,0.8934,-0.6770,-0.5794
5.8,-3.0890,-2.6107,-0.6178,0.4635,-1.6140,0.5488,1.5175,0.9529,1.5415,0.5709,1.7224,0.9054,-0.6879,-0.5769
5.9,-3.0890,-2.6115,-0.6166,0.4643,-1.6140,0.5557,1.5179,0.9550,1.5415,0.5349,1.7123,0.9164,-0.6968,-0.5736
6.0,-3.0890,-2.6121,-0.6160,0.4858,-1.6140,0.5698,1.5183,0.9572,1.5415,0.4998,1.7026,0.9258,-0.7031,-0.5698
6.1,-3.0890,-2.6067,-0.6123,0.5207,-1.6140,0.5881,1.5186,0.9587,1.5415,0.4660,1.6935,0.9322,-0.7062,-0.5661
