timestamp,left_shoulder_pitch_joint,left_shoulder_yaw_joint,left_shoulder_roll_joint,left_elbow_joint,left_wrist_pitch_joint,left_wrist_yaw_joint,left_wrist_roll_joint,right_shoulder_pitch_joint,right_shoulder_yaw_joint,right_shoulder_roll_joint,right_elbow_joint,right_wrist_pitch_joint,right_wrist_yaw_joint,right_wrist_roll_joint
2.0,-0.4465,0.4088,-0.5731,1.2172,-0.9556,-0.6397,-0.0619,0.3310,0.1527,1.1051,0.9193,0.5515,1.6759,-2.7134
2.1,-0.3952,0.3888,-0.4212,1.2102,-1.0337,-0.8012,-0.0303,0.3056,0.2956,1.1734,0.8464,0.5768,1.6763,-2.6840
2.2,-0.3787,0.3807,-0.3692,1.2085,-1.0472,-0.8389,-0.0212,0.2929,0.3441,1.1900,0.8330,0.5866,1.6763,-2.6766
2.3,-0.3524,0.3692,-0.2915,1.1997,-1.0505,-0.8939,-0.0104,0.2954,0.4094,1.2327,0.8230,0.6028,1.6765,-2.6930
2.4,-0.3410,0.3652,-0.2612,1.1955,-1.0538,-0.9237,-0.0073,0.2967,0.4284,1.2458,0.8215,0.6097,1.6765,-2.7008
2.5,-0.3306,0.3620,-0.2350,1.1956,-1.0510,-0.9353,-0.0051,0.2973,0.4400,1.2540,0.8225,0.6149,1.6765,-2.7067
2.6,-0.3224,0.3589,-0.2133,1.1977,-1.0479,-0.9401,-0.0036,0.3005,0.4427,1.2610,0.8266,0.6123,1.6765,-2.7090
2.7,-0.3410,0.3550,-0.2387,1.2322,-0.9754,-0.7968,-0.0079,0.3000,0.3657,1.2253,0.8945,0.5861,1.6765,-2.7058
2.8,-0.4049,0.3680,-0.4152,1.2461,-0.9132,-0.6529,-0.0621,0.3113,0.2025,1.1177,1.0124,0.4706,1.6765,-2.6880
2.9,-0.4544,0.3856,-0.5712,1.2436,-0.8727,-0.5626,-0.1105,0.3338,0.0644,1.0091,1.1487,0.2993,1.6766,-2.6964
3.0,-0.4673,0.3917,-0.6134,1.2388,-0.8876,-0.5510,-0.1091,0.3452,0.0156,0.9745,1.2091,0.1604,1.6766,-2.6869
3.1,-0.4805,0.4004,-0.6587,1.2307,-0.9306,-0.5529,-0.0894,0.3603,-0.0509,0.9102,1.2855,-0.0005,1.6766,-2.6870
3.2,-0.4862,0.4041,-0.6779,1.2322,-0.9256,-0.5355,-0.0971,0.3721,-0.0788,0.9229,1.3296,-0.0903,1.6766,-2.6982
3.3,-0.4865,0.4045,-0.6787,1.2328,-0.9230,-0.5316,-0.0982,0.3783,-0.0870,0.9440,1.3371,-0.1437,1.6766,-2.6827
3.4,-0.4840,0.4089,-0.6766,1.2448,-0.9300,-0.5134,-0.1032,0.3904,-0.0960,1.0022,1.3372,-0.1925,1.6766,-2.6682
3.5,-0.4797,0.4231,-0.6810,1.2578,-0.9390,-0.9914,-1.2206,0.3914,-0.1001,0.9971,1.3385,-0.1622,1.6766,-2.6853
3.6,-0.4401,0.5661,-0.7193,1.2137,-0.7154,-1.5601,-2.5345,0.3910,-0.1042,0.9840,1.3338,-0.0907,1.6766,-2.7110
3.7,-0.4121,0.6926,-0.7551,1.2102,-0.6971,-1.7241,-2.9238,0.3906,-0.1042,0.9824,1.3294,-0.0804,1.6766,-2.7103
3.8,-0.3950,0.8132,-0.7939,1.1930,-0.6886,-1.8388,-3.1975,0.3887,-0.1032,0.9745,1.3202,-0.0545,1.6766,-2.7091
3.9,-0.3805,0.9230,-0.8281,1.1769,-0.6999,-1.9192,-3.3942,0.3923,-0.1015,1.0029,1.3028,-0.0561,1.6766,-2.6935
4.0,-0.3608,1.0117,-0.8513,1.1746,-0.7283,-1.9754,-3.5368,0.3942,-0.0990,1.0222,1.2903,-0.0435,1.6766,-2.6888
4.1,-0.3409,1.0791,-0.8666,1.1793,-0.7519,-2.0147,-3.6347,0.3950,-0.0948,1.0389,1.2820,-0.0458,1.6766,-2.6792
4.2,-0.3273,1.1269,-0.8776,1.1812,-0.7617,-2.0423,-3.7010,0.3956,-0.0911,1.0526,1.2762,-0.0463,1.6766,-2.6732
4.3,-0.3233,1.1602,-0.8877,1.1801,-0.7764,-2.0616,-3.7500,0.3952,-0.0871,1.0606,1.2738,-0.0511,1.6766,-2.6671
4.4,-0.3291,1.1963,-0.9035,1.1753,-0.8453,-2.0690,-3.8323,0.4012,-0.0824,1.1081,1.2734,-0.0474,1.6766,-2.6777
4.5,-0.3283,1.2072,-0.9073,1.1731,-0.9294,-2.0499,-3.8895,0.4072,-0.0784,1.1523,1.2750,-0.0517,1.6766,-2.6867
4.6,-0.3242,1.2013,-0.9033,1.1664,-0.9812,-2.0121,-3.9060,0.4089,-0.0767,1.1659,1.2764,-0.0547,1.6766,-2.6894
4.7,-0.2903,1.0805,-0.8309,1.2147,-0.8839,-1.9547,-3.8819,0.4049,-0.0751,1.1465,1.2857,-0.0258,1.6766,-2.7074
4.8,-0.3608,0.9598,-0.8595,1.2382,-0.7278,-2.0003,-3.8057,0.4001,-0.0784,1.1110,1.2916,0.0041,1.6766,-2.7193
4.9,-0.4193,0.8364,-0.8859,1.2685,-0.8384,-2.0322,-3.7697,0.3969,-0.0832,1.0797,1.3002,0.0263,1.6766,-2.7321
5.0,-0.4656,0.7225,-0.9105,1.2807,-0.5322,-2.0545,-3.7204,0.3922,-0.0879,1.0392,1.3078,0.0472,1.6766,-2.7410
5.1,-0.4939,0.5512,-0.8361,1.2911,0.0497,-2.0811,-3.7374,0.3841,-0.1029,0.9415,1.3122,0.1562,1.6766,-2.7698
5.2,-0.4985,0.5025,-0.8038,1.2926,0.2538,-1.1201,-3.7635,0.3821,-0.1096,0.9045,1.3138,0.2033,1.6766,-2.7827
5.3,-0.5033,0.4768,-0.7946,1.2904,0.3172,-1.4160,-3.7549,0.3812,-0.1137,0.8839,1.3164,0.2248,1.6766,-2.7901
5.4,-0.5134,0.4572,-0.8056,1.2888,0.2742,-1.7682,-3.7138,0.3794,-0.1187,0.8558,1.3161,0.2817,1.6766,-2.8043
5.5,-0.5232,0.4423,-0.8210,1.2784,0.3589,-1.9408,-3.7163,0.3607,-0.1067,0.8104,1.2064,0.4356,1.6766,-2.7934
5.6,-0.5115,0.4260,-0.7715,1.2739,0.3127,-2.0253,-3.7158,0.3444,-0.0486,0.8845,0.9480,0.5382,1.6766,-2.7316
5.7,-0.5192,0.4028,-0.7740,1.3046,0.1140,-2.0668,-3.6682,0.3292,0.0477,0.9990,0.7088,0.6053,1.6766,-2.6558
5.8,-0.5149,0.3800,-0.7337,1.3351,-0.3963,-2.0871,-3.6529,0.3258,0.1249,1.0892,0.5667,0.6430,1.6690,-2.6107
5.9,-0.5041,0.3715,-0.6861,1.3389,-0.6464,-2.0929,-3.6666,0.3382,0.1491,1.1436,0.5258,0.6436,1.6551,-2.5951
6.0,-0.4936,0.3648,-0.6425,1.3476,-0.7492,-2.0970,-3.6766,0.3447,0.1669,1.1778,0.4971,0.6456,1.6512,-2.5892
6.1,-0.4871,0.3603,-0.6147,1.3561,-0.7077,-2.0999,-3.6755,0.3479,0.1804,1.1993,0.4770,0.6480,1.6534,-2.5892
6.2,-0.4825,0.3583,-0.5973,1.3605,-0.6155,-2.1019,-3.6729,0.3494,0.1909,1.2134,0.4630,0.6493,1.6559,-2.5890
6.3,-0.4732,0.3581,-0.5686,1.3617,-0.4805,-2.1033,-3.6781,0.3540,0.1984,1.2307,0.4532,0.6492,1.6539,-2.5903
6.4,-0.4670,0.3585,-0.5506,1.3623,-0.3289,-2.1043,-3.6842,0.3548,0.2026,1.2372,0.4463,0.6513,1.6566,-2.5932
6.5,-0.4640,0.3598,-0.5440,1.3611,-0.2073,-2.1050,-3.6886,0.3544,0.2048,1.2394,0.4415,0.6539,1.6610,-2.5965
6.6,-0.4673,0.3615,-0.5569,1.3607,-0.1668,-2.1055,-3.6834,0.3364,0.2044,1.2048,0.4429,0.6697,1.6656,-2.5966
6.7,-0.4718,0.3637,-0.5746,1.3587,-0.0719,-2.1058,-3.6826,0.3194,0.1942,1.1630,0.5062,0.6732,1.6689,-2.6124
6.8,-0.4716,0.3725,-0.5876,1.3478,0.0860,-2.1060,-3.7049,0.3096,0.1703,1.1199,0.6086,0.6748,1.6712,-2.6444
6.9,-0.4741,0.3866,-0.6146,1.3341,0.1370,-2.1062,-3.7087,0.2970,0.1288,1.0383,0.7418,0.6677,1.6728,-2.6689
7.0,-0.4808,0.3988,-0.6496,1.3190,0.2284,-2.1063,-3.7214,0.2956,0.0777,0.9523,0.9000,0.6394,1.6739,-2.6993
7.1,-0.4880,0.4096,-0.6832,1.3032,0.3051,-2.1064,-3.7352,0.3067,0.0260,0.8831,1.0190,0.5180,1.6747,-2.7074
7.2,-0.4951,0.4225,-0.7169,1.2842,0.3306,-2.1064,-3.7394,0.3163,-0.0190,0.8054,1.1203,0.4466,1.6753,-2.7296
7.3,-0.5021,0.4330,-0.7470,1.2712,0.3328,-2.1065,-3.7355,0.3235,-0.0552,0.7291,1.1852,0.4481,1.6757,-2.7538
7.4,-0.5082,0.4407,-0.7715,1.2627,0.3172,-2.1065,-3.7268,0.3328,-0.0785,0.7060,1.2268,0.4317,1.6759,-2.7703
7.5,-0.5166,0.4490,-0.8030,1.2534,0.2820,-2.1066,-3.7109,0.3478,-0.1051,0.7051,1.2762,0.3666,1.6762,-2.7835
7.6,-0.5253,0.4490,-0.8284,1.2552,0.2287,-2.1066,-3.6882,0.3528,-0.1197,0.6839,1.3093,0.3138,1.6764,-2.7870
7.7,-0.5294,0.4469,-0.8390,1.2613,0.2639,-2.1066,-3.6869,0.3550,-0.1284,0.6639,1.3356,0.3116,1.6765,-2.7991
7.8,-0.5090,0.4698,-0.8045,1.1913,-0.1121,-2.1066,-3.7007,0.3549,-0.1336,0.6429,1.3504,0.3219,1.6765,-2.8068
7.9,-0.4595,0.6201,-0.8062,1.0350,-0.1834,-2.1066,-3.7259,0.3617,-0.1311,0.6971,1.3387,0.1471,1.6765,-2.7435
8.0,-0.3842,0.8434,-0.8241,0.9983,-0.2580,-2.1066,-3.7637,0.3708,-0.1183,0.8076,1.3259,-0.0571,1.6765,-2.6463
8.1,-0.3507,0.9706,-0.8428,0.9806,-0.3200,-2.1066,-3.7887,0.3688,-0.1096,0.8333,1.3231,-0.0748,1.6766,-2.6506
8.2,-0.3468,1.0021,-0.8499,0.9756,-0.3491,-2.1066,-3.7995,0.3691,-0.1076,0.8432,1.3193,-0.0518,1.6766,-2.6641
8.3,-0.3487,1.0233,-0.8576,0.9713,-0.3449,-2.1066,-3.7916,0.3685,-0.1056,0.8482,1.3157,-0.0271,1.6766,-2.6754
8.4,-0.3587,1.0401,-0.8694,0.9672,-0.3573,-2.1066,-3.7883,0.3656,-0.1028,0.8443,1.3172,0.0149,1.6766,-2.6932
8.5,-0.3803,1.0550,-0.8882,0.9625,-0.3785,-2.1066,-3.7834,0.3612,-0.1003,0.8320,1.3179,0.0478,1.6766,-2.7036
8.6,-0.3853,1.0642,-0.8943,0.9590,-0.3886,-2.1066,-3.7843,0.3588,-0.0970,0.8322,1.3197,0.0538,1.6766,-2.7066
8.7,-0.3945,1.0722,-0.9028,0.9558,-0.3977,-2.1066,-3.7823,0.3569,-0.0944,0.8318,1.3205,0.0570,1.6766,-2.7075
8.8,-0.3967,1.0771,-0.9058,0.9569,-0.4386,-2.1066,-3.8022,0.3553,-0.0923,0.8316,1.3216,0.0570,1.6766,-2.7076
8.9,-0.3831,1.0659,-0.8928,0.9657,-0.5102,-2.1066,-3.8449,0.3557,-0.0907,0.8389,1.3245,0.0692,1.6766,-2.7160
9.0,-0.3881,1.0072,-0.8760,0.9864,-0.5362,-2.1066,-3.8570,0.3522,-0.0915,0.8201,1.3292,0.0957,1.6766,-2.7248
9.1,-0.4027,0.9142,-0.8538,1.0313,-0.5290,-2.1066,-3.8356,0.3501,-0.0945,0.7991,1.3354,0.0885,1.6766,-2.7255
9.2,-0.4712,0.7328,-0.8834,1.1744,-0.3476,-2.1066,-3.7240,0.3489,-0.1060,0.7470,1.3485,0.0475,1.6766,-2.7218
9.3,-0.5023,0.5810,-0.8596,1.2045,-0.1618,-2.1066,-3.6840,0.3593,-0.1156,0.7614,1.3580,0.0264,1.6766,-2.7381
9.4,-0.5065,0.5322,-0.8359,1.2240,-0.0853,-2.1066,-3.6784,0.3685,-0.1195,0.7987,1.3583,0.0018,1.6766,-2.7430
9.5,-0.5083,0.5018,-0.8191,1.2344,-0.0588,-2.1066,-3.6720,0.3762,-0.1220,0.8352,1.3575,-0.0237,1.6766,-2.7440
9.6,-0.5081,0.4826,-0.8052,1.2399,-0.0377,-2.1066,-3.6697,0.3825,-0.1237,0.8671,1.3573,-0.0518,1.6766,-2.7423
9.7,-0.5076,0.4705,-0.7956,1.2420,-0.0240,-2.1066,-3.6686,0.3865,-0.1250,0.8858,1.3576,-0.0693,1.6766,-2.7421
9.8,-0.5064,0.4583,-0.7842,1.2416,-0.0096,-2.1066,-3.6681,0.3901,-0.1259,0.9028,1.3613,-0.0883,1.6766,-2.7447
9.9,-0.5066,0.4505,-0.7792,1.2394,-0.0180,-2.1066,-3.6648,0.3859,-0.1262,0.8713,1.3716,0.0009,1.6766,-2.7761
10.0,-0.5045,0.4443,-0.7687,1.2397,-0.0328,-2.1066,-3.6632,0.3854,-0.1269,0.8635,1.3745,0.0582,1.6766,-2.7948
10.1,-0.5032,0.4419,-0.7634,1.2419,-0.0184,-2.1066,-3.6661,0.3845,-0.1264,0.8592,1.3774,0.1042,1.6766,-2.8083
10.2,-0.5055,0.4411,-0.7692,1.2441,-0.0166,-2.1066,-3.6635,0.3826,-0.1262,0.8476,1.3773,0.1137,1.6766,-2.8090
10.3,-0.5064,0.4411,-0.7717,1.2441,-0.0117,-2.1066,-3.6634,0.3823,-0.1259,0.8464,1.3774,0.1154,1.6766,-2.8094
10.4,-0.5081,0.4412,-0.7764,1.2440,-0.0080,-2.1066,-3.6624,0.3803,-0.1257,0.8344,1.3786,0.1310,1.6766,-2.8113
10.5,-0.5097,0.4407,-0.7806,1.2446,-0.0143,-2.1066,-3.6595,0.3788,-0.1257,0.8256,1.3790,0.1454,1.6766,-2.8131
10.6,-0.5107,0.4401,-0.7828,1.2456,-0.0116,-2.1066,-3.6588,0.3781,-0.1257,0.8211,1.3788,0.1564,1.6766,-2.8146
10.7,-0.5120,0.4397,-0.7860,1.2468,-0.0090,-2.1066,-3.6578,0.3771,-0.1253,0.8160,1.3795,0.1798,1.6766,-2.8188
10.8,-0.5132,0.4396,-0.7892,1.2477,-0.0227,-2.1066,-3.6542,0.3756,-0.1251,0.8083,1.3804,0.1953,1.6766,-2.8207
10.9,-0.5145,0.4394,-0.7928,1.2488,-0.0307,-2.1066,-3.6513,0.3746,-0.1249,0.8030,1.3809,0.2083,1.6766,-2.8224
11.0,-0.5161,0.4380,-0.7960,1.2517,-0.0408,-2.1066,-3.6478,0.3739,-0.1247,0.7999,1.3812,0.2192,1.6766,-2.8239
11.1,-0.5192,0.4366,-0.8038,1.2547,-0.0556,-2.1066,-3.6421,0.3744,-0.1246,0.8032,1.3806,0.2203,1.6766,-2.8244
11.2,-0.5212,0.4355,-0.8085,1.2570,-0.0641,-2.1066,-3.6386,0.3747,-0.1245,0.8057,1.3801,0.2186,1.6766,-2.8242
11.3,-0.5218,0.4345,-0.8095,1.2587,-0.0658,-2.1066,-3.6374,0.3753,-0.1242,0.8102,1.3796,0.2180,1.6766,-2.8245
11.4,-0.5208,0.4337,-0.8060,1.2611,-0.0709,-2.1066,-3.6373,0.3761,-0.1239,0.8163,1.3795,0.2177,1.6766,-2.8253
11.5,-0.5202,0.4333,-0.8040,1.2626,-0.0720,-2.1066,-3.6375,0.3764,-0.1235,0.8199,1.3800,0.2222,1.6766,-2.8268
11.6,-0.5191,0.4327,-0.8003,1.2643,-0.0747,-2.1066,-3.6380,0.3770,-0.1232,0.8249,1.3800,0.2179,1.6766,-2.8267
11.7,-0.5190,0.4229,-0.7913,1.2758,-0.0563,-2.1066,-3.6389,0.3771,-0.1183,0.8458,1.3855,0.1153,1.6766,-2.8058
11.8,-0.5141,0.4031,-0.7532,1.3026,0.0283,-2.1066,-3.6459,0.3771,-0.1158,0.8565,1.3802,-0.0038,1.6766,-2.7526
11.9,-0.5273,0.3856,-0.7856,1.3290,0.1051,-2.1066,-3.6303,0.3665,-0.1130,0.8141,1.3724,-0.1748,1.5881,-2.3101
12.0,-0.5239,0.3675,-0.7493,1.3319,0.1501,-2.1066,-3.6239,0.3490,-0.1100,0.7500,1.3736,-0.0224,1.1460,-1.6298
12.1,-0.5033,0.3466,-0.6378,1.2964,0.2248,-2.1066,-3.6156,0.3289,-0.1081,0.6803,1.3329,0.2263,0.8532,-1.1409
12.2,-0.4809,0.3309,-0.5322,1.2429,0.2113,-2.1066,-3.6178,0.2979,-0.1034,0.6051,1.2450,0.4673,0.6932,-0.7877
