timestamp,left_shoulder_pitch_joint,left_shoulder_roll_joint,left_shoulder_yaw_joint,left_elbow_joint,left_wrist_roll_joint,left_wrist_pitch_joint,left_wrist_yaw_joint,right_shoulder_pitch_joint,right_shoulder_roll_joint,right_shoulder_yaw_joint,right_elbow_joint,right_wrist_roll_joint,right_wrist_pitch_joint,right_wrist_yaw_joint
0.0,0.3472,0.3741,0.0000,1.5112,0.0000,0.0000,0.0000,0.0560,-0.1682,0.0000,1.1445,0.0000,0.0000,0.0000
0.1,0.3793,0.3421,0.0000,1.4862,0.0000,0.0000,0.0000,0.0503,-0.1187,0.0000,1.1466,0.0000,0.0000,0.0000
0.2,0.4523,0.3189,0.0000,1.5001,0.0000,0.0000,0.0000,0.0520,-0.0787,0.0000,1.1606,0.0000,0.0000,0.0000
0.3,0.4851,0.3011,0.0000,1.4863,0.0000,0.0000,0.0000,0.0497,-0.0474,0.0000,1.1833,0.0000,0.0000,0.0000
0.4,0.4893,0.2913,0.0000,1.5079,0.0000,0.0000,0.0000,0.1056,-0.0609,0.0000,1.2173,0.0000,0.0000,0.0000
0.5,0.4830,0.2824,0.0000,1.5293,0.0000,0.0000,0.0000,0.1490,-0.0866,0.0000,1.2203,0.0000,0.0000,0.0000
0.6,0.4876,0.2751,0.0000,1.5367,0.0000,0.0000,0.0000,0.2127,-0.1244,0.0000,1.2452,0.0000,0.0000,0.0000
0.7,0.4839,0.2697,0.0000,1.5457,0.0000,0.0000,0.0000,0.2183,-0.1320,0.0000,1.2481,0.0000,0.0000,0.0000
0.8,0.4819,0.2656,0.0000,1.5492,0.0000,0.0000,0.0000,0.2156,-0.1368,0.0000,1.2470,0.0000,0.0000,0.0000
0.9,0.5045,0.2636,0.0000,1.5287,0.0000,0.0000,0.0000,0.2120,-0.1430,0.0000,1.2562,0.0000,0.0000,0.0000
1.0,0.5243,0.2619,0.0000,1.5273,0.0000,0.0000,0.0000,0.2133,-0.1476,0.0000,1.2571,0.0000,0.0000,0.0000
1.1,0.5285,0.2618,0.0000,1.5251,0.0000,0.0000,0.0000,0.2112,-0.1505,0.0000,1.2550,0.0000,0.0000,0.0000
1.2,0.5222,0.2612,0.0000,1.5242,0.0000,0.0000,0.0000,0.2001,-0.1517,0.0000,1.2527,0.0000,0.0000,0.0000
1.3,0.5219,0.2595,0.0000,1.5140,0.0000,0.0000,0.0000,0.1949,-0.1533,0.0000,1.2520,0.0000,0.0000,0.0000
