timestamp,left_shoulder_pitch_joint,left_shoulder_roll_joint,left_shoulder_yaw_joint,left_elbow_joint,left_wrist_roll_joint,left_wrist_pitch_joint,left_wrist_yaw_joint,right_shoulder_pitch_joint,right_shoulder_roll_joint,right_shoulder_yaw_joint,right_elbow_joint,right_wrist_roll_joint,right_wrist_pitch_joint,right_wrist_yaw_joint
0.0,-4.9914,-0.1600,1.2875,1.1946,0.0000,0.0000,0.0000,0.1096,0.0291,-3.3817,1.2245,0.0000,0.0000,0.0000
0.1,-5.1008,-0.0881,1.2543,1.1686,0.0000,0.0000,0.0000,0.1190,0.0387,-3.3376,1.2517,0.0000,0.0000,0.0000
0.2,-5.2069,-0.0661,1.2267,1.1317,0.0000,0.0000,0.0000,0.1208,0.0538,-0.9702,1.2567,0.0000,0.0000,0.0000
0.3,-5.3317,-0.0336,1.1203,1.0949,0.0000,0.0000,0.0000,0.1156,0.0574,0.2610,1.2564,0.0000,0.0000,0.0000
0.4,-5.2426,-0.0428,0.9075,1.1865,0.0000,0.0000,0.0000,0.1690,-0.0335,0.1160,1.2398,0.0000,0.0000,0.0000
0.5,-5.3416,-0.0923,0.7223,1.2466,0.0000,0.0000,0.0000,0.1442,-0.1000,0.1806,1.2227,0.0000,0.0000,0.0000
0.6,-5.3763,-0.1313,0.6446,1.2876,0.0000,0.0000,0.0000,0.1252,-0.1288,0.2385,1.1852,0.0000,0.0000,0.0000
0.7,-5.3679,-0.0839,0.5148,1.3414,0.0000,0.0000,0.0000,0.1435,-0.1623,0.1745,1.1229,0.0000,0.0000,0.0000
0.8,-5.2822,-0.0658,0.4894,1.3703,0.0000,0.0000,0.0000,0.1553,-0.1821,0.1846,1.1263,0.0000,0.0000,0.0000
0.9,-5.2864,-0.0591,0.4692,1.3756,0.0000,0.0000,0.0000,0.1516,-0.1884,0.2153,1.1366,0.0000,0.0000,0.0000
1.0,-5.2655,-0.0454,0.4561,1.3865,0.0000,0.0000,0.0000,0.1620,-0.1974,0.1678,1.1401,0.0000,0.0000,0.0000
1.1,-5.2355,-0.0571,0.4615,1.3943,0.0000,0.0000,0.0000,0.1684,-0.2045,0.1186,1.1403,0.0000,0.0000,0.0000
1.2,-5.2288,-0.0531,0.4512,1.3998,0.0000,0.0000,0.0000,0.1710,-0.2113,0.0631,1.1400,0.0000,0.0000,0.0000
1.3,-5.2290,-0.0776,0.4467,1.4073,0.0000,0.0000,0.0000,0.1636,-0.2207,0.0204,1.1475,0.0000,0.0000,0.0000
1.4,-5.1927,-0.1041,0.4636,1.4167,0.0000,0.0000,0.0000,0.1580,-0.2274,-0.0042,1.1522,0.0000,0.0000,0.0000
1.5,-5.1922,-0.1121,0.4495,1.4263,0.0000,0.0000,0.0000,0.1573,-0.2322,-0.0202,1.1549,0.0000,0.0000,0.0000
1.6,-5.2348,-0.0989,0.4133,1.4330,0.0000,0.0000,0.0000,0.1546,-0.2350,-0.0353,1.1616,0.0000,0.0000,0.0000
1.7,-5.3605,-0.0363,0.3260,1.4350,0.0000,0.0000,0.0000,0.1388,-0.2429,-0.0410,1.1691,0.0000,0.0000,0.0000
1.8,-5.4472,-0.0191,0.2680,1.4300,0.0000,0.0000,0.0000,0.1167,-0.2521,-0.0166,1.1696,0.0000,0.0000,0.0000
1.9,-5.4685,0.0187,0.2496,1.4309,0.0000,0.0000,0.0000,0.1114,-0.2687,0.0234,1.1742,0.0000,0.0000,0.0000
2.0,-5.4869,0.0582,0.2215,1.4366,0.0000,0.0000,0.0000,0.1239,-0.3021,0.1123,1.1860,0.0000,0.0000,0.0000
2.1,-5.4972,0.1107,0.1929,1.4422,0.0000,0.0000,0.0000,0.2357,-0.3737,0.4757,1.1838,0.0000,0.0000,0.0000
2.2,-3.0235,0.1657,0.1492,1.4501,0.0000,0.0000,0.0000,0.1569,-0.4944,0.4877,0.8903,0.0000,0.0000,0.0000
2.3,-1.5743,0.2691,0.1075,1.4350,0.0000,0.0000,0.0000,-0.1845,-0.5640,0.2604,0.8021,0.0000,0.0000,0.0000
2.4,-0.7901,0.3782,0.0809,1.4306,0.0000,0.0000,0.0000,-0.4658,-0.6876,0.2229,0.6707,0.0000,0.0000,0.0000
2.5,-0.4396,0.8931,0.2227,1.4697,0.0000,0.0000,0.0000,-0.7422,-0.9616,-0.1471,0.6677,0.0000,0.0000,0.0000
2.6,-0.2454,1.2605,0.3137,1.4852,0.0000,0.0000,0.0000,-0.9763,-1.3578,-0.3691,0.6622,0.0000,0.0000,0.0000
2.7,0.0404,1.4604,0.2249,1.4775,0.0000,0.0000,0.0000,-1.3540,-1.9458,0.4262,0.7648,0.0000,0.0000,0.0000
2.8,-2.6402,1.5715,0.5935,1.4806,0.0000,0.0000,0.0000,-1.6687,-2.1924,1.3364,0.9022,0.0000,0.0000,0.0000
2.9,-4.5655,1.3561,0.3006,1.4953,0.0000,0.0000,0.0000,-1.8096,-2.2803,1.6505,0.8102,0.0000,0.0000,0.0000
3.0,-5.1103,1.0304,0.2478,1.4846,0.0000,0.0000,0.0000,-1.9556,-2.3124,1.7614,0.7986,0.0000,0.0000,0.0000
3.1,-5.2263,0.8702,0.2658,1.4691,0.0000,0.0000,0.0000,-2.0214,-2.3199,1.7868,0.8135,0.0000,0.0000,0.0000
3.2,-5.3636,0.6847,0.2953,1.4470,0.0000,0.0000,0.0000,-2.0416,-2.3273,1.8116,0.8138,0.0000,0.0000,0.0000
3.3,-5.4207,0.5789,0.3150,1.4426,0.0000,0.0000,0.0000,-2.0311,-2.3301,1.8208,0.7969,0.0000,0.0000,0.0000
3.4,-5.4320,0.5335,0.3323,1.4391,0.0000,0.0000,0.0000,-2.0339,-2.3312,1.8245,0.7876,0.0000,0.0000,0.0000
3.5,-5.3820,0.5025,0.3606,1.4471,0.0000,0.0000,0.0000,-2.0437,-2.3315,1.8257,0.8076,0.0000,0.0000,0.0000
3.6,-5.3607,0.4933,0.3663,1.4457,0.0000,0.0000,0.0000,-2.0402,-2.3316,1.8260,0.8145,0.0000,0.0000,0.0000
3.7,-5.4001,0.4841,0.3374,1.4397,0.0000,0.0000,0.0000,-2.0244,-2.3317,1.8263,0.8283,0.0000,0.0000,0.0000
3.8,-5.4665,0.5947,0.2750,1.4498,0.0000,0.0000,0.0000,-1.9780,-2.3318,1.8264,0.7929,0.0000,0.0000,0.0000
3.9,-1.6004,1.0445,0.2102,1.4747,0.0000,0.0000,0.0000,-1.4725,-1.7758,0.1984,0.6210,0.0000,0.0000,0.0000
4.0,-0.8845,1.3015,0.3014,1.4846,0.0000,0.0000,0.0000,-1.2865,-1.4691,-0.2133,0.6109,0.0000,0.0000,0.0000
4.1,-1.1979,1.4912,1.0020,1.4941,0.0000,0.0000,0.0000,-1.0313,-1.0988,-0.2234,0.5576,0.0000,0.0000,0.0000
4.2,-0.6033,1.2704,0.6351,1.4792,0.0000,0.0000,0.0000,-0.6656,-0.9511,-0.2324,0.4703,0.0000,0.0000,0.0000
4.3,-0.0788,1.0055,0.2165,1.4662,0.0000,0.0000,0.0000,-0.0914,-0.6491,-0.4183,0.9554,0.0000,0.0000,0.0000
4.4,0.0317,0.9056,0.1217,1.4661,0.0000,0.0000,0.0000,0.0135,-0.5273,-0.4003,1.0181,0.0000,0.0000,0.0000
4.5,-2.3804,0.7999,0.0615,1.4679,0.0000,0.0000,0.0000,0.0818,-0.4345,-0.3634,1.0574,0.0000,0.0000,0.0000
4.6,-3.7448,0.6782,0.0268,1.4722,0.0000,0.0000,0.0000,0.1219,-0.3687,-0.3123,1.0884,0.0000,0.0000,0.0000
4.7,-4.3998,0.5880,0.0068,1.4870,0.0000,0.0000,0.0000,0.1647,-0.3233,-0.2405,1.1186,0.0000,0.0000,0.0000
4.8,-4.7505,0.4910,-0.0082,1.4914,0.0000,0.0000,0.0000,0.1712,-0.2916,-0.0460,1.1773,0.0000,0.0000,0.0000
4.9,-4.9686,0.4538,-0.0268,1.4866,0.0000,0.0000,0.0000,0.1671,-0.2720,0.2471,1.2294,0.0000,0.0000,0.0000
5.0,-5.0816,0.4478,-0.0382,1.4872,0.0000,0.0000,0.0000,0.1777,-0.2567,0.1424,1.2550,0.0000,0.0000,0.0000
5.1,-5.1661,0.4495,-0.0481,1.4840,0.0000,0.0000,0.0000,0.1893,-0.2484,0.0386,1.2609,0.0000,0.0000,0.0000
5.2,-5.2108,0.3878,-0.0334,1.4814,0.0000,0.0000,0.0000,0.1910,-0.2425,0.0005,1.2652,0.0000,0.0000,0.0000
5.3,-5.2205,0.3551,-0.0307,1.4870,0.0000,0.0000,0.0000,0.2029,-0.2392,-0.0397,1.2619,0.0000,0.0000,0.0000
5.4,-5.2334,0.3631,-0.0381,1.4964,0.0000,0.0000,0.0000,0.2151,-0.2376,-0.0847,1.2520,0.0000,0.0000,0.0000
5.5,-5.3534,0.4048,0.0164,1.4897,0.0000,0.0000,0.0000,0.2257,-0.2381,-0.1282,1.2463,0.0000,0.0000,0.0000
5.6,-5.3586,0.6381,0.1756,1.4457,0.0000,0.0000,0.0000,0.2287,-0.2382,-0.1098,1.2381,0.0000,0.0000,0.0000
5.7,-4.1666,0.6314,1.3870,1.0876,0.0000,0.0000,0.0000,0.2329,-0.2364,-0.1638,1.2119,0.0000,0.0000,0.0000
5.8,-3.2518,0.7145,2.2163,0.8574,0.0000,0.0000,0.0000,0.2259,-0.2341,-0.1510,1.2041,0.0000,0.0000,0.0000
5.9,-1.9469,0.4398,2.6878,0.8477,0.0000,0.0000,0.0000,0.2135,-0.2386,-0.1133,1.1960,0.0000,0.0000,0.0000
6.0,-1.0626,0.3873,3.4831,0.8914,0.0000,0.0000,0.0000,0.2120,-0.2423,-0.0436,1.1920,0.0000,0.0000,0.0000
6.1,-0.7679,0.3221,2.3549,0.9680,0.0000,0.0000,0.0000,0.2047,-0.2513,0.1788,1.1791,0.0000,0.0000,0.0000
6.2,-0.7816,0.2553,1.2553,0.9862,0.0000,0.0000,0.0000,0.2019,-0.2552,0.2424,1.1748,0.0000,0.0000,0.0000
6.3,-0.7800,0.1425,0.6475,0.9930,0.0000,0.0000,0.0000,0.1965,-0.2594,0.2745,1.1753,0.0000,0.0000,0.0000
6.4,-0.8502,0.0611,0.2698,1.0181,0.0000,0.0000,0.0000,0.1865,-0.2663,0.2766,1.1800,0.0000,0.0000,0.0000
6.5,-0.9395,0.0356,0.0556,1.0335,0.0000,0.0000,0.0000,0.1808,-0.2718,0.2707,1.1851,0.0000,0.0000,0.0000
6.6,-1.0583,0.0469,-0.1377,1.0195,0.0000,0.0000,0.0000,0.1848,-0.2806,0.2270,1.1803,0.0000,0.0000,0.0000
6.7,-1.1150,0.0272,-0.2067,0.9958,0.0000,0.0000,0.0000,0.1793,-0.2855,0.2473,1.1847,0.0000,0.0000,0.0000
6.8,-1.1266,-0.0029,-0.2225,0.9721,0.0000,0.0000,0.0000,0.1880,-0.2896,0.2782,1.1943,0.0000,0.0000,0.0000
6.9,-1.1387,-0.0093,-0.2332,0.9609,0.0000,0.0000,0.0000,0.1995,-0.2942,0.2958,1.2029,0.0000,0.0000,0.0000
7.0,-1.1059,-0.0632,-0.2418,0.9477,0.0000,0.0000,0.0000,0.2089,-0.2968,0.3620,1.2143,0.0000,0.0000,0.0000
7.1,-1.1103,-0.0359,-0.2450,0.9548,0.0000,0.0000,0.0000,0.2039,-0.2968,0.3774,1.2236,0.0000,0.0000,0.0000
7.2,-1.1080,0.0341,-0.2458,0.9672,0.0000,0.0000,0.0000,0.2013,-0.2972,0.3986,1.2280,0.0000,0.0000,0.0000
7.3,-1.0924,0.0782,-0.2463,0.9778,0.0000,0.0000,0.0000,0.2044,-0.2968,0.4669,1.2344,0.0000,0.0000,0.0000
7.4,-1.0460,0.0743,-0.2465,0.9993,0.0000,0.0000,0.0000,0.2101,-0.2950,0.5098,1.2409,0.0000,0.0000,0.0000
7.5,-1.0141,0.0840,-0.2467,1.0252,0.0000,0.0000,0.0000,0.2163,-0.2938,0.5054,1.2461,0.0000,0.0000,0.0000
7.6,-0.5366,0.3272,3.2818,1.0648,0.0000,0.0000,0.0000,0.1994,-0.2780,0.4515,1.2393,0.0000,0.0000,0.0000
7.7,-0.2369,0.2586,3.8586,1.0196,0.0000,0.0000,0.0000,0.1818,-0.2724,0.5084,1.2470,0.0000,0.0000,0.0000
7.8,-0.3115,0.1829,3.5729,1.0673,0.0000,0.0000,0.0000,0.1608,-0.2655,0.7751,1.2535,0.0000,0.0000,0.0000
7.9,-1.1708,0.5645,3.1789,1.0339,0.0000,0.0000,0.0000,0.1662,-0.2443,0.4320,1.2332,0.0000,0.0000,0.0000
8.0,-1.5657,0.0854,3.6757,1.0569,0.0000,0.0000,0.0000,0.1695,-0.2348,0.1822,1.2176,0.0000,0.0000,0.0000
8.1,-2.6569,-0.2291,2.8901,1.1458,0.0000,0.0000,0.0000,0.1741,-0.2282,-0.0035,1.2139,0.0000,0.0000,0.0000
8.2,-3.9996,-0.2267,1.6454,1.2902,0.0000,0.0000,0.0000,0.1707,-0.2156,-0.0875,1.2357,0.0000,0.0000,0.0000
8.3,-4.5044,-0.1292,1.1795,1.3298,0.0000,0.0000,0.0000,0.1751,-0.2130,-0.1174,1.2399,0.0000,0.0000,0.0000
8.4,-4.8705,-0.0049,0.8508,1.3590,0.0000,0.0000,0.0000,0.1769,-0.2112,-0.0643,1.2474,0.0000,0.0000,0.0000
8.5,-5.0448,0.0827,0.6477,1.3799,0.0000,0.0000,0.0000,0.1786,-0.2111,-0.0550,1.2496,0.0000,0.0000,0.0000
8.6,-5.1295,0.0930,0.5353,1.3924,0.0000,0.0000,0.0000,0.1789,-0.2118,-0.0288,1.2544,0.0000,0.0000,0.0000
8.7,-5.0857,0.0504,0.5017,1.3993,0.0000,0.0000,0.0000,0.1752,-0.2133,0.0243,1.2646,0.0000,0.0000,0.0000
8.8,-5.0443,0.0130,0.4783,1.4090,0.0000,0.0000,0.0000,0.1858,-0.2141,0.0875,1.2744,0.0000,0.0000,0.0000
8.9,-5.0667,0.0351,0.4200,1.4186,0.0000,0.0000,0.0000,0.1911,-0.2174,0.1188,1.2761,0.0000,0.0000,0.0000
9.0,-5.0738,0.0500,0.3951,1.4219,0.0000,0.0000,0.0000,0.1978,-0.2209,0.1314,1.2722,0.0000,0.0000,0.0000
9.1,-5.1061,0.0825,0.3533,1.4248,0.0000,0.0000,0.0000,0.2091,-0.2257,0.1890,1.2545,0.0000,0.0000,0.0000
9.2,-5.1310,0.1227,0.3179,1.4308,0.0000,0.0000,0.0000,0.2171,-0.2327,0.2640,1.2252,0.0000,0.0000,0.0000
9.3,-5.2056,0.1586,0.2722,1.4334,0.0000,0.0000,0.0000,0.2002,-0.2517,0.3670,1.2047,0.0000,0.0000,0.0000
9.4,-5.4065,0.2808,0.1766,1.4350,0.0000,0.0000,0.0000,0.1773,-0.3134,0.4635,1.1053,0.0000,0.0000,0.0000
9.5,-5.4588,0.2942,0.1541,1.4412,0.0000,0.0000,0.0000,0.1745,-0.3661,0.4964,1.0538,0.0000,0.0000,0.0000
9.6,-5.4826,0.2491,0.1490,1.4491,0.0000,0.0000,0.0000,0.1714,-0.5159,0.5229,1.0165,0.0000,0.0000,0.0000
9.7,-5.4358,0.2011,0.1652,1.4607,0.0000,0.0000,0.0000,0.1804,-0.5817,0.5348,0.9886,0.0000,0.0000,0.0000
9.8,-5.3454,0.1248,0.2111,1.4731,0.0000,0.0000,0.0000,0.1633,-0.6497,0.5150,0.9421,0.0000,0.0000,0.0000
9.9,-5.2462,0.0647,0.2613,1.4844,0.0000,0.0000,0.0000,0.1457,-0.7156,0.4893,0.8996,0.0000,0.0000,0.0000
10.0,-5.1640,0.0246,0.3055,1.4898,0.0000,0.0000,0.0000,0.1034,-0.7866,0.4914,0.8835,0.0000,0.0000,0.0000
10.1,-4.9928,-0.0990,0.4313,1.4962,0.0000,0.0000,0.0000,0.0336,-0.9205,0.4943,0.9050,0.0000,0.0000,0.0000
10.2,-4.9596,-0.1357,0.4588,1.4960,0.0000,0.0000,0.0000,0.0024,-0.9914,0.4993,0.9280,0.0000,0.0000,0.0000
10.3,-4.1505,-0.2571,1.2075,1.4959,0.0000,0.0000,0.0000,-0.1222,-1.1305,0.5599,0.9793,0.0000,0.0000,0.0000
10.4,-3.8537,-0.2613,1.4884,1.4937,0.0000,0.0000,0.0000,-0.1676,-1.1748,0.5786,0.9901,0.0000,0.0000,0.0000
10.5,-3.7121,-0.2760,1.6234,1.4929,0.0000,0.0000,0.0000,-0.2029,-1.2089,0.5968,0.9917,0.0000,0.0000,0.0000
10.6,-3.5855,-0.2680,1.7431,1.4929,0.0000,0.0000,0.0000,-0.2183,-1.2248,0.6029,0.9873,0.0000,0.0000,0.0000
10.7,-3.4394,-0.2617,1.8857,1.4930,0.0000,0.0000,0.0000,-0.2338,-1.2413,0.6054,0.9855,0.0000,0.0000,0.0000
10.8,-3.3944,-0.2688,1.9307,1.4938,0.0000,0.0000,0.0000,-0.2390,-1.2409,0.6152,0.9831,0.0000,0.0000,0.0000
10.9,-3.4156,-0.2959,1.9124,1.4958,0.0000,0.0000,0.0000,-0.2363,-1.2342,0.6193,0.9794,0.0000,0.0000,0.0000
11.0,-3.5007,-0.3288,1.8327,1.4964,0.0000,0.0000,0.0000,-0.2347,-1.2249,0.6290,0.9808,0.0000,0.0000,0.0000
11.1,-3.5524,-0.3564,1.7873,1.4962,0.0000,0.0000,0.0000,-0.2312,-1.2174,0.6311,0.9901,0.0000,0.0000,0.0000
11.2,-3.8445,-0.3870,1.5146,1.4958,0.0000,0.0000,0.0000,-0.1919,-1.1777,0.6218,0.9925,0.0000,0.0000,0.0000
11.3,-4.2510,-0.3081,1.1278,1.4913,0.0000,0.0000,0.0000,-0.1409,-1.1162,0.5956,0.9834,0.0000,0.0000,0.0000
11.4,-4.6080,-0.1644,0.7833,1.4875,0.0000,0.0000,0.0000,-0.0760,-1.0189,0.5694,0.9643,0.0000,0.0000,0.0000
11.5,-4.9177,0.0006,0.5244,1.4646,0.0000,0.0000,0.0000,-0.0024,-0.9232,0.6141,0.9993,0.0000,0.0000,0.0000
