timestamp,left_shoulder_pitch_joint,left_shoulder_roll_joint,left_shoulder_yaw_joint,left_elbow_joint,left_wrist_roll_joint,left_wrist_pitch_joint,left_wrist_yaw_joint,right_shoulder_pitch_joint,right_shoulder_roll_joint,right_shoulder_yaw_joint,right_elbow_joint,right_wrist_roll_joint,right_wrist_pitch_joint,right_wrist_yaw_joint
3.2,0.4594,2.1341,1.4840,1.2726,0.0000,0.0000,0.0000,-1.4863,-1.9019,0.9746,0.7438,0.0000,0.0000,0.0000
3.3,0.3925,2.0768,0.8734,1.2721,0.0000,0.0000,0.0000,-1.6234,-2.0321,1.3556,0.7850,0.0000,0.0000,0.0000
3.4,0.3536,2.0445,0.5129,1.2687,0.0000,0.0000,0.0000,-1.7013,-2.1082,1.5748,0.8131,0.0000,0.0000,0.0000
3.5,3.0523,1.9058,0.2812,1.2640,0.0000,0.0000,0.0000,-1.7720,-2.1576,1.7145,0.8320,0.0000,0.0000,0.0000
3.6,4.3416,1.7691,0.1675,1.2666,0.0000,0.0000,0.0000,-1.8085,-2.1822,1.7831,0.8465,0.0000,0.0000,0.0000
3.7,2.6723,1.6800,0.0995,1.2777,0.0000,0.0000,0.0000,-1.8368,-2.1972,1.8242,0.8356,0.0000,0.0000,0.0000
3.8,4.0628,1.5126,0.0594,1.2846,0.0000,0.0000,0.0000,-1.8710,-2.2061,1.8485,0.8299,0.0000,0.0000,0.0000
3.9,4.8814,1.3816,0.0354,1.2918,0.0000,0.0000,0.0000,-1.8782,-2.2114,1.8631,0.8190,0.0000,0.0000,0.0000
4.0,5.3355,1.2680,0.0214,1.2909,0.0000,0.0000,0.0000,-1.8727,-2.2146,1.8716,0.8015,0.0000,0.0000,0.0000
4.1,5.5996,1.1275,0.0128,1.2974,0.0000,0.0000,0.0000,-1.9055,-2.2165,1.8769,0.8021,0.0000,0.0000,0.0000
4.2,5.7500,1.0230,0.0077,1.3055,0.0000,0.0000,0.0000,-1.9242,-2.2177,1.8800,0.8124,0.0000,0.0000,0.0000
4.3,5.8362,0.9658,0.0046,1.3068,0.0000,0.0000,0.0000,-1.9287,-2.2184,1.8819,0.8164,0.0000,0.0000,0.0000
4.4,5.8863,0.9377,0.0028,1.3119,0.0000,0.0000,0.0000,-1.9225,-2.2188,1.8830,0.8364,0.0000,0.0000,0.0000
4.5,5.9163,0.9225,0.0016,1.3161,0.0000,0.0000,0.0000,-1.9242,-2.2191,1.8837,0.8593,0.0000,0.0000,0.0000
4.6,5.9340,0.9371,0.0010,1.3184,0.0000,0.0000,0.0000,-1.9144,-2.2192,1.8841,0.8860,0.0000,0.0000,0.0000
4.7,5.9445,0.9601,0.0006,1.3193,0.0000,0.0000,0.0000,-1.8968,-2.2193,1.8844,0.8988,0.0000,0.0000,0.0000
4.8,5.9506,0.9823,0.0003,1.3201,0.0000,0.0000,0.0000,-1.8708,-2.2194,1.8845,0.9026,0.0000,0.0000,0.0000
4.9,5.9543,1.0507,0.0002,1.3293,0.0000,0.0000,0.0000,-1.8177,-2.2194,1.8846,0.8735,0.0000,0.0000,0.0000
5.0,5.9565,1.1969,0.0001,1.3422,0.0000,0.0000,0.0000,-1.6806,-2.2194,0.7802,0.8081,0.0000,0.0000,0.0000
5.1,5.9577,1.2566,0.0001,1.3442,0.0000,0.0000,0.0000,-1.4149,-1.6712,0.1368,0.6784,0.0000,0.0000,0.0000
5.2,5.9585,1.1969,0.0000,1.3358,0.0000,0.0000,0.0000,-1.1693,-1.1978,0.0216,0.6130,0.0000,0.0000,0.0000
5.3,5.9589,1.1806,0.0000,1.3418,0.0000,0.0000,0.0000,-0.8696,-0.9188,-0.0230,0.5667,0.0000,0.0000,0.0000
5.4,5.9592,1.0491,0.0000,1.3341,0.0000,0.0000,0.0000,-0.4226,-0.7630,0.6180,0.7164,0.0000,0.0000,0.0000
5.5,5.9594,0.8945,0.0000,1.3284,0.0000,0.0000,0.0000,-0.1137,-0.6151,1.0748,1.0097,0.0000,0.0000,0.0000
5.6,5.9595,0.7691,0.0000,1.3212,0.0000,0.0000,0.0000,-0.0104,-0.4878,0.7653,1.1670,0.0000,0.0000,0.0000
5.7,3.1515,0.6810,0.0000,1.3109,0.0000,0.0000,0.0000,0.0536,-0.3873,0.4571,1.2561,0.0000,0.0000,0.0000
5.8,1.8209,0.6706,0.0000,1.3099,0.0000,0.0000,0.0000,0.0813,-0.3248,0.4132,1.2930,0.0000,0.0000,0.0000
5.9,1.1041,0.7130,0.0000,1.3102,0.0000,0.0000,0.0000,0.1024,-0.2818,0.3485,1.3162,0.0000,0.0000,0.0000
6.0,0.7122,0.7641,0.0000,1.3106,0.0000,0.0000,0.0000,0.1125,-0.2518,0.3530,1.3368,0.0000,0.0000,0.0000
6.1,0.4941,0.7885,0.0000,1.3135,0.0000,0.0000,0.0000,0.1201,-0.2289,0.3859,1.3473,0.0000,0.0000,0.0000
6.2,0.3723,0.7621,0.0000,1.3217,0.0000,0.0000,0.0000,0.1272,-0.2146,0.3665,1.3590,0.0000,0.0000,0.0000
6.3,0.3016,0.7236,0.0000,1.3266,0.0000,0.0000,0.0000,0.1330,-0.2037,0.3272,1.3652,0.0000,0.0000,0.0000
6.4,0.2604,0.6554,0.0000,1.3292,0.0000,0.0000,0.0000,0.1383,-0.1983,0.3041,1.3712,0.0000,0.0000,0.0000
6.5,0.2356,0.5836,0.0000,1.3350,0.0000,0.0000,0.0000,0.1458,-0.1944,0.3166,1.3780,0.0000,0.0000,0.0000
6.6,0.2212,0.4742,0.0000,1.3340,0.0000,0.0000,0.0000,0.1519,-0.1911,0.3091,1.3801,0.0000,0.0000,0.0000
6.7,0.2142,0.3584,0.0000,1.3313,0.0000,0.0000,0.0000,0.1596,-0.1872,0.2601,1.3767,0.0000,0.0000,0.0000
6.8,0.2085,0.2697,0.0000,1.3211,0.0000,0.0000,0.0000,0.1722,-0.1823,0.1988,1.3689,0.0000,0.0000,0.0000
6.9,0.2051,0.2140,0.0000,1.3227,0.0000,0.0000,0.0000,0.1857,-0.1762,0.2090,1.3651,0.0000,0.0000,0.0000
7.0,0.2216,0.1031,0.0137,1.3373,0.0000,0.0000,0.0000,0.2013,-0.1713,0.0751,1.3410,0.0000,0.0000,0.0000
7.1,1.5763,0.2023,1.4788,1.2574,0.0000,0.0000,0.0000,0.2180,-0.1682,-0.0175,1.3107,0.0000,0.0000,0.0000
7.2,2.4878,0.3942,2.4314,1.1486,0.0000,0.0000,0.0000,0.2208,-0.1672,-0.0439,1.2928,0.0000,0.0000,0.0000
7.3,3.2174,0.9164,2.7526,1.0370,0.0000,0.0000,0.0000,0.2255,-0.1689,-0.0516,1.2829,0.0000,0.0000,0.0000
7.4,4.1332,1.1700,2.4564,0.9204,0.0000,0.0000,0.0000,0.2266,-0.1698,-0.0369,1.2682,0.0000,0.0000,0.0000
7.5,4.8026,1.2169,2.2373,0.8986,0.0000,0.0000,0.0000,0.2215,-0.1702,0.0044,1.2624,0.0000,0.0000,0.0000
7.6,5.2390,1.1267,2.0792,0.8972,0.0000,0.0000,0.0000,0.2109,-0.1697,0.0500,1.2677,0.0000,0.0000,0.0000
7.7,5.5201,1.0289,2.0169,0.9155,0.0000,0.0000,0.0000,0.2003,-0.1689,0.1058,1.2735,0.0000,0.0000,0.0000
7.8,5.7024,0.8628,1.9930,0.9349,0.0000,0.0000,0.0000,0.1941,-0.1695,0.1600,1.2666,0.0000,0.0000,0.0000
7.9,5.8190,0.7167,2.0149,0.9711,0.0000,0.0000,0.0000,0.1828,-0.1708,0.2473,1.2580,0.0000,0.0000,0.0000
8.0,5.8761,0.5594,2.0335,1.0068,0.0000,0.0000,0.0000,0.1782,-0.1719,0.3046,1.2539,0.0000,0.0000,0.0000
8.1,5.9100,0.4224,2.0385,1.0180,0.0000,0.0000,0.0000,0.1755,-0.1731,0.3385,1.2497,0.0000,0.0000,0.0000
8.2,5.9303,0.3180,2.0663,1.0079,0.0000,0.0000,0.0000,0.1693,-0.1758,0.3605,1.2299,0.0000,0.0000,0.0000
8.3,5.9421,0.2360,2.0924,0.9878,0.0000,0.0000,0.0000,0.1643,-0.1791,0.3864,1.2153,0.0000,0.0000,0.0000
8.4,5.9492,0.1736,2.1138,0.9725,0.0000,0.0000,0.0000,0.1605,-0.1819,0.3618,1.1931,0.0000,0.0000,0.0000
8.5,5.9533,0.0776,2.1114,0.9583,0.0000,0.0000,0.0000,0.1499,-0.1850,0.3662,1.1786,0.0000,0.0000,0.0000
8.6,5.9558,0.0157,2.1075,0.9577,0.0000,0.0000,0.0000,0.1433,-0.1875,0.3735,1.1696,0.0000,0.0000,0.0000
8.7,5.9573,-0.0431,2.1018,0.9658,0.0000,0.0000,0.0000,0.1446,-0.1870,0.3831,1.1639,0.0000,0.0000,0.0000
8.8,5.9582,-0.1241,2.0808,0.9719,0.0000,0.0000,0.0000,0.1474,-0.1863,0.4141,1.1725,0.0000,0.0000,0.0000
8.9,5.9588,-0.1879,2.0573,0.9754,0.0000,0.0000,0.0000,0.1527,-0.1851,0.4247,1.1803,0.0000,0.0000,0.0000
9.0,5.9591,-0.2244,2.0411,0.9809,0.0000,0.0000,0.0000,0.1539,-0.1847,0.4075,1.1827,0.0000,0.0000,0.0000
9.1,5.9593,-0.2230,2.0442,0.9848,0.0000,0.0000,0.0000,0.1566,-0.1836,0.4040,1.1861,0.0000,0.0000,0.0000
9.2,5.9594,-0.1883,2.0664,0.9953,0.0000,0.0000,0.0000,0.1563,-0.1838,0.4151,1.1907,0.0000,0.0000,0.0000
9.3,5.9595,0.0197,2.1361,1.0250,0.0000,0.0000,0.0000,0.1656,-0.1834,0.3911,1.1950,0.0000,0.0000,0.0000
9.4,5.9595,0.3784,2.1722,1.0038,0.0000,0.0000,0.0000,0.1599,-0.1900,0.3869,1.2143,0.0000,0.0000,0.0000
9.5,5.9596,0.6760,2.1572,1.0089,0.0000,0.0000,0.0000,0.1530,-0.1937,0.3316,1.2289,0.0000,0.0000,0.0000
9.6,5.7950,0.8609,2.1018,0.9767,0.0000,0.0000,0.0000,0.1009,-0.1940,0.2934,1.2573,0.0000,0.0000,0.0000
9.7,5.8388,1.0977,1.8376,0.9159,0.0000,0.0000,0.0000,0.0923,-0.1918,0.4365,1.2939,0.0000,0.0000,0.0000
9.8,5.0233,1.0506,2.4272,0.8447,0.0000,0.0000,0.0000,0.1081,-0.1821,0.2166,1.2933,0.0000,0.0000,0.0000
9.9,4.5195,0.5072,2.9773,0.9485,0.0000,0.0000,0.0000,0.1269,-0.1714,0.0351,1.2838,0.0000,0.0000,0.0000
10.0,5.0977,0.1676,1.7340,0.9839,0.0000,0.0000,0.0000,0.1379,-0.1630,-0.0470,1.2911,0.0000,0.0000,0.0000
10.1,5.4878,-0.0085,0.9214,1.0505,0.0000,0.0000,0.0000,0.1476,-0.1558,-0.0946,1.3022,0.0000,0.0000,0.0000
10.2,3.1779,-0.0212,0.5314,1.0843,0.0000,0.0000,0.0000,0.1658,-0.1478,-0.0612,1.3174,0.0000,0.0000,0.0000
10.3,1.8504,0.0317,0.3064,1.1135,0.0000,0.0000,0.0000,0.1769,-0.1417,-0.0068,1.3299,0.0000,0.0000,0.0000
10.4,1.1346,0.0530,0.1802,1.1467,0.0000,0.0000,0.0000,0.1809,-0.1389,0.0413,1.3386,0.0000,0.0000,0.0000
10.5,0.7241,0.0364,0.1054,1.1771,0.0000,0.0000,0.0000,0.1817,-0.1378,0.0711,1.3439,0.0000,0.0000,0.0000
10.6,0.4996,0.0200,0.0622,1.1947,0.0000,0.0000,0.0000,0.1807,-0.1383,0.0664,1.3485,0.0000,0.0000,0.0000
10.7,0.3754,-0.0321,0.0371,1.2194,0.0000,0.0000,0.0000,0.1757,-0.1388,0.0439,1.3503,0.0000,0.0000,0.0000
10.8,0.3091,-0.0470,0.0220,1.2456,0.0000,0.0000,0.0000,0.1766,-0.1396,0.0129,1.3495,0.0000,0.0000,0.0000
10.9,0.2806,-0.0261,0.0133,1.2652,0.0000,0.0000,0.0000,0.1855,-0.1403,0.0606,1.3404,0.0000,0.0000,0.0000
11.0,0.2536,0.0740,0.0080,1.2812,0.0000,0.0000,0.0000,0.1905,-0.1438,0.1381,1.3174,0.0000,0.0000,0.0000
11.1,0.2321,0.1746,0.0048,1.2930,0.0000,0.0000,0.0000,0.1916,-0.1605,0.2628,1.2716,0.0000,0.0000,0.0000
11.2,0.2186,0.2585,0.0028,1.3027,0.0000,0.0000,0.0000,0.1918,-0.1869,0.3787,1.2148,0.0000,0.0000,0.0000
11.3,0.2110,0.3602,0.0017,1.3102,0.0000,0.0000,0.0000,0.1869,-0.2289,0.4583,1.1565,0.0000,0.0000,0.0000
11.4,2.7547,0.4275,0.0010,1.3116,0.0000,0.0000,0.0000,0.1696,-0.2970,0.5142,1.1408,0.0000,0.0000,0.0000
11.5,4.2183,0.4771,0.0006,1.3125,0.0000,0.0000,0.0000,0.1715,-0.3867,0.5283,1.1347,0.0000,0.0000,0.0000
11.6,4.9929,0.5084,0.0004,1.3175,0.0000,0.0000,0.0000,0.1673,-0.4607,0.5543,1.1152,0.0000,0.0000,0.0000
11.7,3.0435,0.4964,0.0002,1.3325,0.0000,0.0000,0.0000,0.1481,-0.5495,0.5444,1.0874,0.0000,0.0000,0.0000
11.8,1.8257,0.4069,0.0001,1.3526,0.0000,0.0000,0.0000,0.1208,-0.6308,0.5305,1.0759,0.0000,0.0000,0.0000
11.9,1.1233,0.3169,0.0001,1.3634,0.0000,0.0000,0.0000,0.0651,-0.7102,0.5464,1.0685,0.0000,0.0000,0.0000
12.0,0.7272,0.2786,0.0000,1.3666,0.0000,0.0000,0.0000,0.0168,-0.7999,0.5419,1.0754,0.0000,0.0000,0.0000
12.1,0.5124,0.2207,0.0000,1.3745,0.0000,0.0000,0.0000,-0.0222,-0.8746,0.5282,1.0895,0.0000,0.0000,0.0000
12.2,0.3963,0.2881,0.0000,1.3787,0.0000,0.0000,0.0000,-0.0865,-0.9415,0.5286,1.1034,0.0000,0.0000,0.0000
12.3,0.3226,0.4218,0.0000,1.3888,0.0000,0.0000,0.0000,-0.1635,-1.0113,0.5623,1.1094,0.0000,0.0000,0.0000
12.4,0.2871,0.5220,0.0000,1.3942,0.0000,0.0000,0.0000,-0.2263,-1.0621,0.5998,1.1168,0.0000,0.0000,0.0000
12.5,0.2663,0.6057,0.0000,1.3939,0.0000,0.0000,0.0000,-0.2728,-1.1017,0.6287,1.1259,0.0000,0.0000,0.0000
12.6,0.2528,0.6666,0.0000,1.3902,0.0000,0.0000,0.0000,-0.3021,-1.1255,0.6574,1.1330,0.0000,0.0000,0.0000
12.7,0.2536,0.7649,0.0000,1.3907,0.0000,0.0000,0.0000,-0.3032,-1.1258,0.6733,1.1376,0.0000,0.0000,0.0000
12.8,0.2776,0.9731,0.0000,1.3968,0.0000,0.0000,0.0000,-0.2922,-1.1111,0.6840,1.1397,0.0000,0.0000,0.0000
12.9,0.2886,1.2196,0.0000,1.4052,0.0000,0.0000,0.0000,-0.2565,-1.0799,0.6694,1.1330,0.0000,0.0000,0.0000
13.0,0.2766,1.1484,0.0000,1.3972,0.0000,0.0000,0.0000,-0.1842,-1.0115,0.6388,1.1296,0.0000,0.0000,0.0000
13.1,0.2586,1.0515,0.0000,1.3885,0.0000,0.0000,0.0000,-0.1169,-0.9431,0.6277,1.1312,0.0000,0.0000,0.0000
13.2,0.2407,0.9452,0.0000,1.3678,0.0000,0.0000,0.0000,-0.0238,-0.8553,0.6261,1.1133,0.0000,0.0000,0.0000
13.3,0.2351,0.8674,0.0000,1.3413,0.0000,0.0000,0.0000,0.0779,-0.7660,0.6272,1.1345,0.0000,0.0000,0.0000
13.4,0.2223,0.7982,0.0000,1.3264,0.0000,0.0000,0.0000,0.1278,-0.6832,0.6024,1.1561,0.0000,0.0000,0.0000
13.5,0.2133,0.7744,0.0000,1.3241,0.0000,0.0000,0.0000,0.1509,-0.5819,0.5764,1.1519,0.0000,0.0000,0.0000
13.6,0.2080,0.7716,0.0000,1.3242,0.0000,0.0000,0.0000,0.1601,-0.4826,0.5423,1.1452,0.0000,0.0000,0.0000
13.7,0.2048,0.8393,0.0000,1.3249,0.0000,0.0000,0.0000,0.1632,-0.4079,0.5038,1.1682,0.0000,0.0000,0.0000
13.8,0.2028,0.8398,0.0000,1.3196,0.0000,0.0000,0.0000,0.1709,-0.3451,0.4088,1.2073,0.0000,0.0000,0.0000
13.9,0.2017,0.8093,0.0000,1.3185,0.0000,0.0000,0.0000,0.1769,-0.2908,0.3407,1.2472,0.0000,0.0000,0.0000
14.0,0.2010,0.7625,0.0000,1.3184,0.0000,0.0000,0.0000,0.1804,-0.2511,0.3095,1.2804,0.0000,0.0000,0.0000
14.1,0.2006,0.6762,0.0000,1.3236,0.0000,0.0000,0.0000,0.1870,-0.2259,0.1868,1.3100,0.0000,0.0000,0.0000
14.2,0.2004,0.6015,0.0000,1.3275,0.0000,0.0000,0.0000,0.1948,-0.2076,0.1499,1.3305,0.0000,0.0000,0.0000
14.3,0.2002,0.5420,0.0000,1.3292,0.0000,0.0000,0.0000,0.1990,-0.1955,0.1235,1.3447,0.0000,0.0000,0.0000
14.4,0.2001,0.4657,0.0000,1.3311,0.0000,0.0000,0.0000,0.2061,-0.1885,0.1404,1.3508,0.0000,0.0000,0.0000
14.5,0.2024,0.2654,0.0000,1.3300,0.0000,0.0000,0.0000,0.2090,-0.1836,0.1288,1.3516,0.0000,0.0000,0.0000
14.6,0.2075,0.0643,0.0000,1.3469,0.0000,0.0000,0.0000,0.2121,-0.1788,0.0992,1.3422,0.0000,0.0000,0.0000
14.7,0.2255,-0.1232,0.0984,1.3643,0.0000,0.0000,0.0000,0.2246,-0.1752,0.0787,1.3243,0.0000,0.0000,0.0000
14.8,0.2518,-0.2721,0.2954,1.3282,0.0000,0.0000,0.0000,0.2340,-0.1737,0.0440,1.3065,0.0000,0.0000,0.0000
14.9,0.2610,-0.3526,0.4816,1.3186,0.0000,0.0000,0.0000,0.2399,-0.1719,0.0208,1.2941,0.0000,0.0000,0.0000
15.0,0.3299,-0.4923,0.7089,1.3163,0.0000,0.0000,0.0000,0.2410,-0.1699,0.0035,1.2809,0.0000,0.0000,0.0000
15.1,2.8456,-0.3715,0.7453,1.3225,0.0000,0.0000,0.0000,0.2422,-0.1687,-0.0348,1.2617,0.0000,0.0000,0.0000
15.2,1.7634,-0.0676,0.8015,1.3271,0.0000,0.0000,0.0000,0.2339,-0.1691,-0.0773,1.2484,0.0000,0.0000,0.0000
15.3,1.1245,0.1604,0.8564,1.3279,0.0000,0.0000,0.0000,0.2233,-0.1693,-0.0978,1.2406,0.0000,0.0000,0.0000
15.4,3.2399,0.2645,0.9036,1.3253,0.0000,0.0000,0.0000,0.2170,-0.1693,-0.0994,1.2368,0.0000,0.0000,0.0000
15.5,4.4475,0.3027,0.9516,1.3251,0.0000,0.0000,0.0000,0.2132,-0.1683,-0.0877,1.2333,0.0000,0.0000,0.0000
15.6,5.1101,0.3995,0.9836,1.3273,0.0000,0.0000,0.0000,0.2107,-0.1676,-0.0670,1.2349,0.0000,0.0000,0.0000
15.7,5.4746,0.4410,1.0052,1.3301,0.0000,0.0000,0.0000,0.2092,-0.1664,-0.0435,1.2366,0.0000,0.0000,0.0000
15.8,5.6789,0.4457,1.0185,1.3332,0.0000,0.0000,0.0000,0.2093,-0.1658,-0.0229,1.2384,0.0000,0.0000,0.0000
15.9,5.7969,0.3568,1.0264,1.3333,0.0000,0.0000,0.0000,0.2104,-0.1651,0.0014,1.2397,0.0000,0.0000,0.0000
16.0,5.8646,0.3228,1.0195,1.3265,0.0000,0.0000,0.0000,0.2114,-0.1649,0.0223,1.2395,0.0000,0.0000,0.0000
16.1,5.9040,0.1685,1.0113,1.3132,0.0000,0.0000,0.0000,0.2082,-0.1650,0.0291,1.2381,0.0000,0.0000,0.0000
16.2,3.3449,-0.0377,0.9763,1.2916,0.0000,0.0000,0.0000,0.2125,-0.1663,0.0203,1.2361,0.0000,0.0000,0.0000
16.3,1.9133,-0.1571,0.9005,1.2908,0.0000,0.0000,0.0000,0.2149,-0.1666,0.0167,1.2344,0.0000,0.0000,0.0000
16.4,1.1498,-0.2162,0.7905,1.2787,0.0000,0.0000,0.0000,0.2192,-0.1686,0.0049,1.2356,0.0000,0.0000,0.0000
16.5,0.7324,-0.2957,0.6695,1.2542,0.0000,0.0000,0.0000,0.2342,-0.1712,0.0279,1.2501,0.0000,0.0000,0.0000
16.6,0.5215,-0.3215,0.5656,1.2585,0.0000,0.0000,0.0000,0.2480,-0.1734,0.0525,1.2676,0.0000,0.0000,0.0000
16.7,0.3729,-0.2005,0.3874,1.2979,0.0000,0.0000,0.0000,0.2536,-0.1758,0.0390,1.2793,0.0000,0.0000,0.0000
16.8,0.3009,-0.0372,0.2279,1.3160,0.0000,0.0000,0.0000,0.2530,-0.1764,0.0261,1.2892,0.0000,0.0000,0.0000
16.9,0.2598,-0.0510,0.1354,1.3151,0.0000,0.0000,0.0000,0.2404,-0.1760,0.0351,1.3047,0.0000,0.0000,0.0000
17.0,0.2356,0.1449,0.0808,1.3079,0.0000,0.0000,0.0000,0.2284,-0.1738,0.0815,1.3185,0.0000,0.0000,0.0000
17.1,0.2215,0.3222,0.0488,1.3014,0.0000,0.0000,0.0000,0.2192,-0.1707,0.1414,1.3286,0.0000,0.0000,0.0000
17.2,0.2129,0.3792,0.0293,1.3017,0.0000,0.0000,0.0000,0.2105,-0.1681,0.2252,1.3356,0.0000,0.0000,0.0000
17.3,0.2077,0.4072,0.0175,1.3070,0.0000,0.0000,0.0000,0.2056,-0.1639,0.2855,1.3322,0.0000,0.0000,0.0000
17.4,0.2046,0.3947,0.0104,1.3071,0.0000,0.0000,0.0000,0.2039,-0.1595,0.3230,1.3263,0.0000,0.0000,0.0000
17.5,0.2027,0.4008,0.0061,1.3097,0.0000,0.0000,0.0000,0.1924,-0.1552,0.3943,1.3165,0.0000,0.0000,0.0000
17.6,0.2016,0.4073,0.0036,1.3111,0.0000,0.0000,0.0000,0.1810,-0.1526,0.4380,1.3006,0.0000,0.0000,0.0000
17.7,0.2009,0.4205,0.0021,1.3096,0.0000,0.0000,0.0000,0.1723,-0.1519,0.4766,1.2772,0.0000,0.0000,0.0000
17.8,0.2006,0.4252,0.0013,1.3068,0.0000,0.0000,0.0000,0.1657,-0.1534,0.4870,1.2519,0.0000,0.0000,0.0000
17.9,0.2003,0.4267,0.0007,1.3049,0.0000,0.0000,0.0000,0.1591,-0.1551,0.4889,1.2330,0.0000,0.0000,0.0000
