timestamp,left_shoulder_pitch_joint,left_shoulder_roll_joint,left_shoulder_yaw_joint,left_elbow_joint,left_wrist_roll_joint,left_wrist_pitch_joint,left_wrist_yaw_joint,right_shoulder_pitch_joint,right_shoulder_roll_joint,right_shoulder_yaw_joint,right_elbow_joint,right_wrist_roll_joint,right_wrist_pitch_joint,right_wrist_yaw_joint
0.0,-0.7508,0.9304,0.3969,1.7455,0.0000,0.0000,0.0000,0.1580,-0.5161,-0.0207,1.6034,0.0000,0.0000,0.0000
0.1,-0.7423,0.9349,0.5881,1.7314,0.0000,0.0000,0.0000,0.1700,-0.4027,-0.0049,1.5208,0.0000,0.0000,0.0000
0.2,-0.7291,0.9332,0.7381,1.7140,0.0000,0.0000,0.0000,0.1827,-0.3159,-0.0224,1.4485,0.0000,0.0000,0.0000
0.3,-0.3647,0.7133,0.4984,1.7076,0.0000,0.0000,0.0000,0.1908,-0.2534,0.0789,1.3621,0.0000,0.0000,0.0000
0.4,-0.1512,0.5593,0.4568,1.6205,0.0000,0.0000,0.0000,0.2412,-0.4134,-0.3742,1.3304,0.0000,0.0000,0.0000
0.5,-0.0090,0.4515,0.3481,1.5724,0.0000,0.0000,0.0000,0.3357,-1.0422,-0.1982,1.3112,0.0000,0.0000,0.0000
0.6,0.0713,0.3760,0.3099,1.5187,0.0000,0.0000,0.0000,0.3264,-0.9638,-0.6490,1.3042,0.0000,0.0000,0.0000
0.7,0.1323,0.3232,0.2889,1.4754,0.0000,0.0000,0.0000,0.3183,-0.9041,-0.9329,1.3114,0.0000,0.0000,0.0000
0.8,0.1768,0.2863,0.3125,1.4458,0.0000,0.0000,0.0000,0.3901,-1.3857,-0.6656,1.3224,0.0000,0.0000,0.0000
0.9,0.2084,0.2604,0.3274,1.4251,0.0000,0.0000,0.0000,0.3674,-1.2419,-0.9749,1.3271,0.0000,0.0000,0.0000
1.0,0.2290,0.2423,0.3518,1.4059,0.0000,0.0000,0.0000,0.3512,-1.1341,-1.1951,1.3322,0.0000,0.0000,0.0000
1.1,0.2397,0.2296,0.3699,1.3856,0.0000,0.0000,0.0000,0.3324,-1.0626,-1.3266,1.3272,0.0000,0.0000,0.0000
1.2,0.2513,0.2207,0.4181,1.3718,0.0000,0.0000,0.0000,0.3206,-1.0295,-1.3871,1.3211,0.0000,0.0000,0.0000
1.3,0.2584,0.2145,0.4801,1.3622,0.0000,0.0000,0.0000,0.3102,-0.9931,-1.4158,1.3191,0.0000,0.0000,0.0000
1.4,0.2607,0.2101,0.4776,1.3560,0.0000,0.0000,0.0000,0.3009,-0.9730,-1.4301,1.3130,0.0000,0.0000,0.0000
1.5,0.2588,0.2071,0.4527,1.3527,0.0000,0.0000,0.0000,0.2906,-0.9422,-1.4497,1.3085,0.0000,0.0000,0.0000
1.6,0.2598,0.2050,0.4437,1.3501,0.0000,0.0000,0.0000,0.2830,-0.9310,-1.4517,1.3036,0.0000,0.0000,0.0000
