timestamp,left_shoulder_pitch_joint,left_shoulder_yaw_joint,left_shoulder_roll_joint,left_elbow_joint,left_wrist_pitch_joint,left_wrist_yaw_joint,left_wrist_roll_joint,right_shoulder_pitch_joint,right_shoulder_yaw_joint,right_shoulder_roll_joint,right_elbow_joint,right_wrist_pitch_joint,right_wrist_yaw_joint,right_wrist_roll_joint
0.0,0,0,0,1.57,-0.0019,-0.0040,-0.0040,0,0,0,1.57,0.1391,-0.0040,-0.0040
0.1,5.7200,0.3441,-0.0019,1.6583,-0.0019,-0.0040,-0.0040,0.0001,-0.8716,0.0032,1.5398,0.1286,-0.0040,-0.0040
0.2,5.7200,0.3535,-0.0025,1.6598,-0.0019,-0.0040,-0.0040,0.0001,-0.8776,0.0020,1.5435,0.1159,-0.0040,-0.0040
0.3,5.7200,0.3742,-0.0031,1.6611,-0.0019,-0.0040,-0.0040,0.0001,-0.8851,0.0010,1.5470,0.1020,-0.0040,-0.0040
0.4,5.7200,0.4083,-0.0036,1.6621,-0.0020,-0.0040,-0.0040,0.0000,-0.8939,0.0001,1.5505,0.0873,-0.0040,-0.0040
0.5,5.7200,0.4595,-0.0040,1.6622,-0.0020,-0.0040,-0.0040,0.0000,-0.9040,-0.0007,1.5539,0.0717,-0.0040,-0.0040
0.6,5.7200,0.5057,-0.0044,1.6629,-0.0020,-0.0040,-0.0040,0.0000,-0.9151,-0.0014,1.5571,0.0531,-0.0040,-0.0040
0.7,5.7200,0.5472,-0.0048,1.6651,-0.0020,-0.0040,-0.0040,0.0000,-0.9286,-0.0021,1.5600,0.0307,-0.0040,-0.0040
0.8,5.7200,0.5845,-0.0051,1.6678,-0.0020,-0.0040,-0.0040,0.0000,-0.9439,-0.0027,1.5623,0.0056,-0.0040,-0.0040
0.9,5.7200,0.6181,-0.0054,1.6699,-0.0020,-0.0040,-0.0040,0.0000,-0.9595,-0.0032,1.5638,-0.0200,-0.0040,-0.0040
1.0,5.7200,0.6484,-0.0056,1.6715,-0.0020,-0.0040,-0.0040,0.0000,-0.9751,-0.0037,1.5642,-0.0424,-0.0040,-0.0040
1.1,5.7200,0.6756,-0.0059,1.6723,-0.0020,-0.0040,-0.0040,0.0000,-0.9892,-0.0041,1.5629,-0.0601,-0.0040,-0.0040
1.2,5.7200,0.7001,-0.0061,1.6729,-0.0020,-0.0040,-0.0040,0.0000,-1.0017,-0.0045,1.5606,-0.0727,-0.0040,-0.0040
1.3,5.7200,0.7222,-0.0063,1.6737,-0.0020,-0.0040,-0.0040,0.0000,-1.0144,-0.0048,1.5587,-0.0789,-0.0040,-0.0040
1.4,5.7200,0.7421,-0.0065,1.6749,-0.0020,-0.0040,-0.0040,0.0000,-1.0255,-0.0051,1.5568,-0.0778,-0.0040,-0.0040
1.5,5.7200,0.7599,-0.0066,1.6760,-0.0020,-0.0040,-0.0040,0.0000,-1.0343,-0.0054,1.5553,-0.0695,-0.0040,-0.0040
1.6,5.7200,0.7760,-0.0067,1.6750,-0.0020,-0.0040,-0.0040,0.0000,-1.0403,-0.0057,1.5546,-0.0541,-0.0040,-0.0040
1.7,5.7200,0.7905,-0.0069,1.6734,-0.0020,-0.0040,-0.0040,0.0000,-1.0432,-0.0059,1.5543,-0.0339,-0.0040,-0.0040
1.8,5.7200,0.8035,-0.0070,1.6717,-0.0020,-0.0040,-0.0040,0.0000,-1.0440,-0.0061,1.5536,-0.0109,-0.0040,-0.0040
1.9,5.7200,0.8152,-0.0071,1.6700,-0.0020,-0.0040,-0.0040,0.0000,-1.0431,-0.0063,1.5531,0.0142,-0.0040,-0.0040
2.0,5.7200,0.8258,-0.0072,1.6684,-0.0020,-0.0040,-0.0040,0.0000,-1.0412,-0.0065,1.5536,0.0435,-0.0040,-0.0040
2.1,5.7200,0.8353,-0.0073,1.6660,-0.0020,-0.0040,-0.0040,0.0000,-1.0380,-0.0066,1.5546,0.0750,-0.0040,-0.0040
2.2,5.7200,0.8438,-0.0073,1.6629,-0.0020,-0.0040,-0.0040,0.0000,-1.0320,-0.0068,1.5546,0.1047,-0.0040,-0.0040
2.3,5.7200,0.8515,-0.0074,1.6593,-0.0020,-0.0040,-0.0040,0.0000,-1.0234,-0.0069,1.5540,0.1318,-0.0040,-0.0040
2.4,5.7200,0.8584,-0.0075,1.6556,-0.0020,-0.0040,-0.0040,0.0000,-1.0128,-0.0070,1.5530,0.1559,-0.0040,-0.0040
2.5,5.7200,0.8647,-0.0075,1.6515,-0.0020,-0.0040,-0.0040,0.0000,-1.0012,-0.0071,1.5518,0.1751,-0.0040,-0.0040
2.6,5.7200,0.8703,-0.0076,1.6473,-0.0020,-0.0040,-0.0040,0.0000,-0.9893,-0.0072,1.5507,0.1903,-0.0040,-0.0040
2.7,5.7200,0.8753,-0.0076,1.6431,-0.0020,-0.0040,-0.0040,0.0000,-0.9788,-0.0073,1.5498,0.1992,-0.0040,-0.0040
2.8,5.7200,0.8799,-0.0076,1.6391,-0.0020,-0.0040,-0.0040,0.0000,-0.9714,-0.0073,1.5493,0.2026,-0.0040,-0.0040
2.9,5.7200,0.8839,-0.0077,1.6363,-0.0020,-0.0040,-0.0040,0.0000,-0.9676,-0.0074,1.5492,0.2009,-0.0040,-0.0040
3.0,5.7200,0.8876,-0.0077,1.6347,-0.0020,-0.0040,-0.0040,0.0000,-0.9662,-0.0075,1.5492,0.1949,-0.0040,-0.0040
3.1,5.7200,0.8909,-0.0077,1.6341,-0.0020,-0.0040,-0.0040,0.0000,-0.9677,-0.0075,1.5493,0.1847,-0.0040,-0.0040
3.2,5.7200,0.8939,-0.0078,1.6343,-0.0020,-0.0040,-0.0040,0.0000,-0.9719,-0.0076,1.5494,0.1700,-0.0040,-0.0040
3.3,5.7200,0.8966,-0.0078,1.6350,-0.0020,-0.0040,-0.0040,0.0000,-0.9789,-0.0076,1.5494,0.1517,-0.0040,-0.0040
3.4,5.7200,0.8990,-0.0078,1.6362,-0.0020,-0.0040,-0.0040,0.0000,-0.9897,-0.0077,1.5496,0.1317,-0.0040,-0.0040
3.5,5.7200,0.9012,-0.0078,1.6375,-0.0020,-0.0040,-0.0040,0.0000,-1.0035,-0.0077,1.5501,0.1111,-0.0040,-0.0040
3.6,5.7200,0.9031,-0.0078,1.6388,-0.0020,-0.0040,-0.0040,0.0000,-1.0210,-0.0077,1.5509,0.0913,-0.0040,-0.0040
3.7,5.7200,0.9049,-0.0079,1.6399,-0.0020,-0.0040,-0.0040,0.0000,-1.0416,-0.0077,1.5522,0.0733,-0.0040,-0.0040
3.8,5.7200,0.9065,-0.0079,1.6408,-0.0020,-0.0040,-0.0040,0.0000,-1.0640,-0.0078,1.5538,0.0574,-0.0040,-0.0040
3.9,5.7200,0.9079,-0.0079,1.6430,-0.0020,-0.0040,-0.0040,0.0000,-1.0877,-0.0078,1.5556,0.0424,-0.0040,-0.0040
4.0,5.7200,0.9092,-0.0079,1.6449,-0.0020,-0.0040,-0.0040,0.0000,-1.1066,-0.0078,1.5578,0.0307,-0.0040,-0.0040
4.1,5.7200,0.9103,-0.0079,1.6465,-0.0020,-0.0040,-0.0040,0.0000,-1.1186,-0.0078,1.5608,0.0199,-0.0040,-0.0040
4.2,5.7200,0.9114,-0.0079,1.6478,-0.0020,-0.0040,-0.0040,0.0000,-1.1237,-0.0079,1.5645,0.0107,-0.0040,-0.0040
4.3,5.7200,0.9123,-0.0079,1.6490,-0.0020,-0.0040,-0.0040,0.0000,-1.1238,-0.0079,1.5690,0.0032,-0.0040,-0.0040
4.4,5.7200,0.9132,-0.0079,1.6499,-0.0020,-0.0040,-0.0040,0.0000,-1.1197,-0.0079,1.5743,-0.0033,-0.0040,-0.0040
4.5,5.7200,0.9139,-0.0079,1.6508,-0.0020,-0.0040,-0.0040,0.0000,-1.1121,-0.0079,1.5802,-0.0088,-0.0040,-0.0040
4.6,5.7200,0.9146,-0.0079,1.6515,-0.0020,-0.0040,-0.0040,0.0000,-1.1009,-0.0079,1.5868,-0.0114,-0.0040,-0.0040
4.7,5.7200,0.9152,-0.0080,1.6521,-0.0020,-0.0040,-0.0040,0.0000,-1.0871,-0.0079,1.5937,-0.0117,-0.0040,-0.0040
4.8,5.7200,0.9158,-0.0080,1.6526,-0.0020,-0.0040,-0.0040,0.0000,-1.0714,-0.0079,1.6008,-0.0100,-0.0040,-0.0040
4.9,5.7200,0.9163,-0.0080,1.6530,-0.0020,-0.0040,-0.0040,0.0000,-1.0553,-0.0079,1.6081,-0.0062,-0.0040,-0.0040
5.0,5.7200,0.9167,-0.0080,1.6534,-0.0020,-0.0040,-0.0040,0.0000,-1.0392,-0.0079,1.6154,-0.0009,-0.0040,-0.0040
5.1,5.7200,0.9171,-0.0080,1.6537,-0.0020,-0.0040,-0.0040,0.0000,-1.0238,-0.0079,1.6226,0.0044,-0.0040,-0.0040
5.2,5.7200,0.9175,-0.0080,1.6539,-0.0020,-0.0040,-0.0040,0.0000,-1.0071,-0.0079,1.6295,0.0122,-0.0040,-0.0040
5.3,5.7200,0.9178,-0.0080,1.6568,-0.0020,-0.0040,-0.0040,0.0000,-0.9914,-0.0080,1.6348,0.0201,-0.0040,-0.0040
5.4,5.7200,0.9181,-0.0080,1.6566,-0.0020,-0.0040,-0.0040,0.0000,-0.9795,-0.0080,1.6387,0.0275,-0.0040,-0.0040
5.5,5.7200,0.9184,-0.0080,1.6537,-0.0020,-0.0040,-0.0040,0.0000,-0.9730,-0.0080,1.6409,0.0323,-0.0040,-0.0040
5.6,5.7200,0.9186,-0.0080,1.6484,-0.0020,-0.0040,-0.0040,0.0000,-0.9706,-0.0080,1.6418,0.0366,-0.0040,-0.0040
5.7,5.7200,0.9188,-0.0080,1.6424,-0.0020,-0.0040,-0.0040,0.0000,-0.9713,-0.0080,1.6415,0.0405,-0.0040,-0.0040
